message_id,subject,player_id_0,player_id_1,player_id_2,player_id_3,player_id_4,team_id_0,team_id_1,team_id_2,team_id_3,team_id_4,league_id_0,league_id_1,importance,message_type,hype,sender_type,sender_id,recipient_id,trade_id,date,deleted,notify,ongoing_story_id,text_is_modified
607,"Conference 2 Picks Top Performer",26411,0,0,0,0,313,0,0,0,0,107,0,3,7,1,5,313,0,0,"2034-5-8",0,1,-1,0
608,"Week's #1 Player Honored by SL1",26661,0,0,0,0,332,0,0,0,0,108,0,3,7,1,5,332,0,0,"2034-5-8",0,1,-1,0
609,"Denver College's Way Snaps Up Player of the Week",7939,0,0,0,0,339,0,0,0,0,108,0,3,7,1,5,339,0,0,"2034-5-8",0,1,-1,0
610,"Postseason Bid Ends for Detroit HS",0,0,0,0,0,222,0,0,0,0,106,0,1,3,3,5,222,0,0,"2034-5-8",0,1,-1,0
611,"Armada Out of Playoff Race",0,0,0,0,0,286,0,0,0,0,107,0,1,3,3,5,286,0,0,"2034-5-8",0,1,-1,0
612,"No Comeback This Season for Sanders",15958,0,0,0,0,70,0,0,0,0,102,0,3,8,1,5,70,0,-5,"2034-5-8",0,1,-1,0
613,"Early Season End for Davis",17040,0,0,0,0,89,0,0,0,0,102,0,3,8,1,5,89,0,-5,"2034-5-8",0,1,-1,0
614,"Bravo Gets Injury Report",20622,0,0,0,0,91,0,0,0,0,103,0,3,8,1,5,91,0,-5,"2034-5-8",0,1,-1,0
615,"Weekly Team Power Rankings",0,0,0,0,0,22,0,0,0,0,100,0,3,0,2,5,0,0,0,"2034-5-8",0,1,-1,0
616,"Weekly Team Power Rankings",0,0,0,0,0,41,0,0,0,0,101,0,3,0,2,5,0,0,0,"2034-5-8",0,1,-1,0
617,"Weekly Team Power Rankings",0,0,0,0,0,88,0,0,0,0,102,0,3,0,2,5,0,0,0,"2034-5-8",0,1,-1,0
618,"Weekly Team Power Rankings",0,0,0,0,0,110,0,0,0,0,103,0,3,0,2,5,0,0,0,"2034-5-8",0,1,-1,0
619,"Weekly Team Power Rankings",0,0,0,0,0,219,0,0,0,0,106,0,3,0,2,5,0,0,0,"2034-5-8",0,1,-1,0
620,"Weekly Team Power Rankings",0,0,0,0,0,311,0,0,0,0,107,0,3,0,2,5,0,0,0,"2034-5-8",0,1,-1,0
621,"Weekly Team Power Rankings",0,0,0,0,0,346,0,0,0,0,108,0,3,0,2,5,0,0,0,"2034-5-8",0,1,-1,0
622,"BNN Stats: Batting Leaders",0,0,0,0,0,0,0,0,0,0,100,0,3,0,1,5,0,0,0,"2034-5-8",0,1,-1,0
623,"BNN Stats: Batting Leaders",0,0,0,0,0,0,0,0,0,0,102,0,3,0,1,5,0,0,0,"2034-5-8",0,1,-1,0
624,"BNN Stats: Active Career Pitching Leaders",0,0,0,0,0,0,0,0,0,0,103,0,3,0,1,5,0,0,0,"2034-5-8",0,1,-1,0
625,"BNN Stats: Rookie Batting Leaders",0,0,0,0,0,0,0,0,0,0,105,0,3,0,1,5,0,0,0,"2034-5-8",0,1,-1,0
626,"BNN Stats: Career Pitching Leaders",0,0,0,0,0,0,0,0,0,0,106,0,3,0,1,5,0,0,0,"2034-5-8",0,1,-1,0
627,"BNN Stats: Single-Season Records",0,0,0,0,0,0,0,0,0,0,107,0,3,0,1,5,0,0,0,"2034-5-8",0,1,-1,0
628,"BNN Stats: Active Career Batting Leaders",0,0,0,0,0,0,0,0,0,0,108,0,3,0,1,5,0,0,0,"2034-5-8",0,1,-1,0
629,"5 Hits for Night Hawks Cruz",28716,0,0,0,0,344,339,0,0,0,108,0,3,4,2,5,344,0,0,"2034-5-8",0,1,-1,0
630,"Velte Blisters Los Angeles HS",28079,0,0,0,0,316,290,0,0,0,107,0,3,4,2,5,316,0,0,"2034-5-8",0,1,-1,0
631,"32 Games in a Row for Eldridge",6898,0,0,0,0,269,271,0,0,0,107,0,3,4,2,5,269,0,0,"2034-5-8",0,1,-1,0
632,"Big Day for Hart: Swats 5 Hits",7322,0,0,0,0,281,259,0,0,0,107,0,3,4,2,5,281,0,0,"2034-5-8",0,1,-1,0
633,"Hayes Goes 5-for-5",28499,0,0,0,0,214,210,0,0,0,106,0,3,4,2,5,214,0,0,"2034-5-8",0,1,-1,0
634,"Postseason Bid Ends for San Antonio HS",0,0,0,0,0,211,0,0,0,0,106,0,1,3,3,5,211,0,0,"2034-5-9",0,1,-1,0
635,"Playoffs Won't Happen for Tarpons",0,0,0,0,0,198,0,0,0,0,106,0,1,3,3,5,198,0,0,"2034-5-9",0,1,-1,0
636,"No Playoff Berth Coming for New York HS",0,0,0,0,0,273,0,0,0,0,107,0,1,3,3,5,273,0,0,"2034-5-9",0,1,-1,0
637,"The Math Says - Mud Cats Out of Playoffs",0,0,0,0,0,304,0,0,0,0,107,0,1,3,3,5,304,0,0,"2034-5-9",0,1,-1,0
638,"Thousand Oaks HS Season Won't Continue in Playoffs",0,0,0,0,0,293,0,0,0,0,107,0,1,3,3,5,293,0,0,"2034-5-9",0,1,-1,0
639,"Season-Ending Injury for Mulhern",5779,0,0,0,0,287,0,0,0,0,107,0,3,8,1,5,287,0,-5,"2034-5-9",0,1,-1,0
640,"Injury Sidelines Norville for Season",6055,0,0,0,0,277,0,0,0,0,107,0,3,8,1,5,277,0,-5,"2034-5-9",0,1,-1,0
641,"Injury Shuts Down Sanders for Season",11722,0,0,0,0,199,0,0,0,0,106,0,3,8,1,5,199,0,-5,"2034-5-9",0,1,-1,0
642,"Update: Airo Out 4 Months",16561,0,0,0,0,9,0,0,0,0,100,0,3,8,1,5,9,0,-5,"2034-5-9",0,1,-1,0
643,"Season Ends for Tickle",16805,0,0,0,0,90,0,0,0,0,102,0,3,8,1,5,90,0,-5,"2034-5-9",0,1,-1,0
644,"Early Season End for Winslow",20902,0,0,0,0,329,0,0,0,0,108,0,3,8,1,5,329,0,-5,"2034-5-9",0,1,-1,0
645,"Cape Coral HS Loses DeMyers for Season",28039,0,0,0,0,289,0,0,0,0,107,0,3,8,1,5,289,0,-5,"2034-5-9",0,1,-1,0
646,"Season Done for Jordan",28704,0,0,0,0,322,0,0,0,0,108,0,3,8,1,5,322,0,-5,"2034-5-9",0,1,-1,0
647,"Lillie Checks Black Knights Before 3-Game Series",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,236,1,0,"2034-5-9",0,1,-1,0
648,"Zero Hour: Procter Blanks Caribou",27151,0,0,0,0,299,307,0,0,0,107,0,3,4,2,5,299,0,0,"2034-5-9",0,1,-1,0
649,"League Suspends Lone Stars Tice 4 Games",22653,0,0,0,0,93,0,0,0,0,103,0,3,3,1,5,93,0,0,"2034-5-9",0,1,-1,0
650,"Eldridge Has 33-Game Hitting Streak",6898,0,0,0,0,269,271,0,0,0,107,0,3,4,2,5,269,0,0,"2034-5-9",0,1,-1,0
651,"Zero Hour: Cerri Blanks Beach Boys",27407,0,0,0,0,315,298,0,0,0,107,0,3,4,2,5,315,0,0,"2034-5-9",0,1,-1,0
652,"Sterling Heights HS's De Angelis Shuts Out Velocity",11347,0,0,0,0,244,231,0,0,0,106,0,3,4,2,5,244,0,0,"2034-5-9",0,1,-1,0
653,"Apple Sox End Laing's Streak",26524,0,0,0,0,229,230,0,0,0,106,0,3,4,3,5,229,0,0,"2034-5-9",0,1,-1,0
654,"Hit Parade: Brown Pops 5 Hits",25944,0,0,0,0,211,212,0,0,0,106,0,3,4,2,5,211,0,0,"2034-5-9",0,1,-1,0
655,"Andre Smacks 5 Hits for Brigands",11691,0,0,0,0,217,219,0,0,0,106,0,3,4,2,5,217,0,0,"2034-5-9",0,1,-1,0
656,"5-Hit Game for Laidlaw",6058,0,0,0,0,261,272,0,0,0,107,0,3,4,2,5,261,0,0,"2034-5-9",0,1,-1,0
657,"5-for-5 Game for Reinhart",15581,0,0,0,0,3,5,0,0,0,100,0,3,4,2,5,3,0,0,"2034-5-9",0,1,-1,0
658,"Morgan 5-for-5 for San Jose HS",28226,0,0,0,0,277,286,0,0,0,107,0,3,4,2,5,277,0,0,"2034-5-9",0,1,-1,0
659,"Millers Come up Short of Playoffs",0,0,0,0,0,216,0,0,0,0,106,0,1,3,3,5,216,0,0,"2034-5-10",0,1,-1,0
660,"Kansas City College Loses Lambert for Season",24732,0,0,0,0,337,0,0,0,0,108,0,3,8,1,5,337,0,-5,"2034-5-10",0,1,-1,0
661,"5-for-6 Game for Estes",20734,0,0,0,0,83,85,0,0,0,102,0,3,4,2,5,83,0,0,"2034-5-10",0,1,-1,0
662,"5-for-6 Day for Heitzman",28099,0,0,0,0,301,313,0,0,0,107,0,3,4,2,5,301,0,0,"2034-5-10",0,1,-1,0
663,"5-for-5 Game for Cruz",9844,0,0,0,0,256,227,0,0,0,106,0,3,4,2,5,256,0,0,"2034-5-10",0,1,-1,0
664,"Tyrants Stop Eldridge at 34",6898,0,0,0,0,269,278,0,0,0,107,0,3,4,3,5,269,0,0,"2034-5-10",0,1,-1,0
665,"Mills Dominates, Whitewashes Sioux",12208,0,0,0,0,222,207,0,0,0,106,0,3,4,2,5,222,0,0,"2034-5-10",0,1,-1,0
666,"5-for-7 Day for Dean",10851,0,0,0,0,216,210,0,0,0,106,0,3,4,2,5,216,0,0,"2034-5-10",0,1,-1,0
667,"Sarbacker Sizzles -- Smokes Night Hawks for 5 Hits",20777,0,0,0,0,89,80,0,0,0,102,0,3,4,2,5,89,0,0,"2034-5-10",0,1,-1,0
668,"Cortez Strokes 5 Hits",19213,0,0,0,0,91,104,0,0,0,103,0,3,4,2,5,91,0,0,"2034-5-10",0,1,-1,0
669,"300th Save for Keiyo Ichikawa, Memphis Downs Philadelphia 5-4",17975,0,0,0,0,4,13,0,0,0,100,0,3,5,3,5,4,0,0,"2034-5-10",0,1,-1,0
670,"Clubhouse secretly appreciates cutting ties with Vince Bradford",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,"2034-5-10",0,1,-1,0
671,"Amos May Be Fined for Missed Bus",28281,0,0,0,0,272,0,0,0,0,107,0,3,3,0,5,0,0,0,"2034-5-10",0,1,-1,0
672,"Fayetteville HS Sting Clinch First in Conference 1 East Division",0,0,0,0,0,219,0,0,0,0,106,0,1,3,3,5,219,0,0,"2034-5-11",0,1,-1,0
673,"No Late-Season Magic Coming: Atlanta HS Out of Playoffs",0,0,0,0,0,252,0,0,0,0,106,0,1,3,3,5,252,0,0,"2034-5-11",0,1,-1,0
674,"Postseason Bid Ends for St. Louis HS",0,0,0,0,0,226,0,0,0,0,106,0,1,3,3,5,226,0,0,"2034-5-11",0,1,-1,0
675,"Blue Devils Come up Short of Playoffs",0,0,0,0,0,284,0,0,0,0,107,0,1,3,3,5,284,0,0,"2034-5-11",0,1,-1,0
676,"The Math Says - Newark HS Out of Playoffs",0,0,0,0,0,292,0,0,0,0,107,0,1,3,3,5,292,0,0,"2034-5-11",0,1,-1,0
677,"Injury Sidelines MacPherson for Season",6625,0,0,0,0,258,0,0,0,0,107,0,3,8,1,5,258,0,-5,"2034-5-11",0,1,-1,0
678,"Injury Derails Season for Murdock",9750,0,0,0,0,234,0,0,0,0,106,0,3,8,1,5,234,0,-5,"2034-5-11",0,1,-1,0
679,"Caracoza Receives Updated Diagnosis",23159,0,0,0,0,4,0,0,0,0,100,0,3,8,1,5,4,0,-5,"2034-5-11",0,1,-1,0
680,"Injury Brings Season to End for Zera",27380,0,0,0,0,272,0,0,0,0,107,0,3,8,1,5,272,0,-5,"2034-5-11",0,1,-1,0
681,"Season Ends for Flores",28719,0,0,0,0,342,0,0,0,0,108,0,3,8,1,5,342,0,-5,"2034-5-11",0,1,-1,0
682,"Chattanooga HS's Wiggins Goes Ballistic with 5 Hits",28488,0,0,0,0,216,210,0,0,0,106,0,3,4,2,5,216,0,0,"2034-5-11",0,1,-1,0
683,"Hennings's Hit Streak Reaches 20 Games",21274,0,0,0,0,83,85,0,0,0,102,0,3,4,2,5,83,0,0,"2034-5-11",0,1,-1,0
684,"Sanders on Fire, 5-for-8 Against Virginia Beach HS",13908,0,0,0,0,216,210,0,0,0,106,0,3,4,2,5,216,0,0,"2034-5-11",0,1,-1,0
685,"Hits Galore: Croom Drills 5 Hits",7575,0,0,0,0,249,230,0,0,0,106,0,3,4,2,5,249,0,0,"2034-5-11",0,1,-1,0
686,"Postseason Bid Ends for Jersey City HS",0,0,0,0,0,205,0,0,0,0,106,0,1,3,3,5,205,0,0,"2034-5-12",0,1,-1,0
687,"No Late-Season Magic Coming: St. Paul HS Out of Playoffs",0,0,0,0,0,282,0,0,0,0,107,0,1,3,3,5,282,0,0,"2034-5-12",0,1,-1,0
688,"Division Remains Up for Grabs, but Anaheim HS in Postseason",0,0,0,0,0,288,0,0,0,0,107,0,1,3,3,5,288,0,0,"2034-5-12",0,1,-1,0
689,"Playoff Bound: Los Angeles HS Secures Wild Card",0,0,0,0,0,260,0,0,0,0,107,0,1,3,3,5,260,0,0,"2034-5-12",0,1,-1,0
690,"Conference 2 East Division Won: Snake Eyes on Top",0,0,0,0,0,311,0,0,0,0,107,0,1,3,3,5,311,0,0,"2034-5-12",0,1,-1,0
691,"Injury Derails Season for Cochran",23891,0,0,0,0,96,0,0,0,0,103,0,3,8,1,5,96,0,-5,"2034-5-12",0,1,-1,0
692,"Lillie Checks Horsemen Before 3-Game Series",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,236,1,0,"2034-5-12",0,1,-1,0
693,"300 Home Runs for Lazaro",12397,0,0,0,0,21,16,0,0,0,100,0,3,5,3,5,21,0,0,"2034-5-12",0,1,-1,0
694,"Lemon Rips Riverside for 5 Hits",14093,0,0,0,0,36,37,0,0,0,101,0,3,4,2,5,36,0,0,"2034-5-12",0,1,-1,0
695,"No Late-Season Magic Coming: Austin HS Out of Playoffs",0,0,0,0,0,207,0,0,0,0,106,0,1,3,3,5,207,0,0,"2034-5-13",0,1,-1,0
696,"Highlanders Come up Short of Playoffs",0,0,0,0,0,237,0,0,0,0,106,0,1,3,3,5,237,0,0,"2034-5-13",0,1,-1,0
697,"Big Stick Out of Playoff Race",0,0,0,0,0,238,0,0,0,0,106,0,1,3,3,5,238,0,0,"2034-5-13",0,1,-1,0
698,"No Playoff Berth Coming for Dallas HS",0,0,0,0,0,255,0,0,0,0,106,0,1,3,3,5,255,0,0,"2034-5-13",0,1,-1,0
699,"Minneapolis HS Season Won't Continue in Playoffs",0,0,0,0,0,296,0,0,0,0,107,0,1,3,3,5,296,0,0,"2034-5-13",0,1,-1,0
700,"Lakewood HS Eliminated from Playoff Contention",0,0,0,0,0,313,0,0,0,0,107,0,1,3,3,5,313,0,0,"2034-5-13",0,1,-1,0
701,"Playoff Bound: Scottsdale HS Secures Wild Card",0,0,0,0,0,309,0,0,0,0,107,0,1,3,3,5,309,0,0,"2034-5-13",0,1,-1,0
702,"Season Done for Hare",13129,0,0,0,0,49,0,0,0,0,101,0,3,8,1,5,49,0,-5,"2034-5-13",0,1,-1,0
703,"Whittaker Slams 5 Hits for Spokane",18341,0,0,0,0,78,81,0,0,0,102,0,3,4,2,5,78,0,0,"2034-5-13",0,1,-1,0
704,"Corona HS Devastated by Playoff Elimination",0,0,0,0,0,220,0,0,0,0,106,0,1,3,3,5,220,0,0,"2034-5-14",0,1,-1,0
705,"Silver Stars Come up Short of Playoffs",0,0,0,0,0,225,0,0,0,0,106,0,1,3,3,5,225,0,0,"2034-5-14",0,1,-1,0
706,"No Late-Season Magic Coming: Vancouver HS Out of Playoffs",0,0,0,0,0,259,0,0,0,0,107,0,1,3,3,5,259,0,0,"2034-5-14",0,1,-1,0
707,"Division Remains Up for Grabs, but Baton Rouge HS in Postseason",0,0,0,0,0,316,0,0,0,0,107,0,1,3,3,5,316,0,0,"2034-5-14",0,1,-1,0
708,"No Comeback This Season for Dixon",11545,0,0,0,0,218,0,0,0,0,106,0,3,8,1,5,218,0,-5,"2034-5-14",0,1,-1,0
709,"Searsport Loses Medina for 4 Months",23173,0,0,0,0,103,0,0,0,0,103,0,3,8,1,5,103,0,-5,"2034-5-14",0,1,-1,0
710,"Trade Proposal from Denver",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,5,"2034-5-14",0,1,-1,0
711,"Hit Streak Over, Lumber Kings Stop Hennings",21274,0,0,0,0,83,82,0,0,0,102,0,3,4,3,5,83,0,0,"2034-5-14",0,1,-1,0
712,"Oklahoma City Bats Silenced by McCann",19377,0,0,0,0,20,24,0,0,0,100,0,3,4,2,5,20,0,0,"2034-5-14",0,1,-1,0
713,"Stacy Cracks 5 Hits",10721,0,0,0,0,201,209,0,0,0,106,0,3,4,2,5,201,0,0,"2034-5-14",0,1,-1,0
714,"Calderon Holds Otters Scoreless",22007,0,0,0,0,37,36,0,0,0,101,0,3,4,2,5,37,0,0,"2034-5-14",0,1,-1,0
715,"Great Stroke: Rodgers Gets 5 Hits",12285,0,0,0,0,219,198,0,0,0,106,0,3,4,2,5,219,0,0,"2034-5-14",0,1,-1,0
716,"Philadelphia's Daum SL1's Best",14341,0,0,0,0,13,0,0,0,0,100,0,3,7,1,5,13,0,0,"2034-5-15",0,1,-1,0
717,"Sub League 2's Best Batter Announced",6592,0,0,0,0,29,0,0,0,0,100,0,3,7,1,5,29,0,0,"2034-5-15",0,1,-1,0
718,"SL1's Star Player Named",20925,0,0,0,0,44,0,0,0,0,101,0,3,7,1,5,44,0,0,"2034-5-15",0,1,-1,0
719,"Ontario's Lara SL2 Star of the Week",19529,0,0,0,0,53,0,0,0,0,101,0,3,7,1,5,53,0,0,"2034-5-15",0,1,-1,0
720,"This Week's Star Player is Duvall",19947,0,0,0,0,65,0,0,0,0,102,0,3,7,1,5,65,0,0,"2034-5-15",0,1,-1,0
721,"Kim SL2's Best of the Week",25215,0,0,0,0,80,0,0,0,0,102,0,3,7,1,5,80,0,0,"2034-5-15",0,1,-1,0
722,"SL1 Player of the Week, Cortez of Four Corners",19213,0,0,0,0,91,0,0,0,0,103,0,3,7,1,5,91,0,0,"2034-5-15",0,1,-1,0
723,"Klondikes Tellez Snags SL2 Player of the Week",19603,0,0,0,0,110,0,0,0,0,103,0,3,7,1,5,110,0,0,"2034-5-15",0,1,-1,0
724,"Smith Nabs SL1 Weekly Award",8574,0,0,0,0,202,0,0,0,0,106,0,3,7,1,5,202,0,0,"2034-5-15",0,1,-1,0
725,"Ferguson Wins SL2 Honor",10420,0,0,0,0,228,0,0,0,0,106,0,3,7,1,5,228,0,0,"2034-5-15",0,1,-1,0
726,"Phillips Red-Hot, SL1 Player of the Week",6322,0,0,0,0,279,0,0,0,0,107,0,3,7,1,5,279,0,0,"2034-5-15",0,1,-1,0
727,"Young Bags SL2 Best Player Award",27216,0,0,0,0,301,0,0,0,0,107,0,3,7,1,5,301,0,0,"2034-5-15",0,1,-1,0
728,"SL1 Player of the Week Chosen",26450,0,0,0,0,330,0,0,0,0,108,0,3,7,1,5,330,0,0,"2034-5-15",0,1,-1,0
729,"SL2 Player of the Week Selected",26964,0,0,0,0,342,0,0,0,0,108,0,3,7,1,5,342,0,0,"2034-5-15",0,1,-1,0
730,"No Late-Season Magic Coming: Kansas City HS Out of Playoffs",0,0,0,0,0,224,0,0,0,0,106,0,1,3,3,5,224,0,0,"2034-5-15",0,1,-1,0
731,"Bass Win Tight Conference 2 East Division Race",0,0,0,0,0,241,0,0,0,0,106,0,1,3,3,5,241,0,0,"2034-5-15",0,1,-1,0
732,"Division Remains Up for Grabs, but Arlington HS in Postseason",0,0,0,0,0,230,0,0,0,0,106,0,1,3,3,5,230,0,0,"2034-5-15",0,1,-1,0
733,"Beacons Come up Short of Playoffs",0,0,0,0,0,228,0,0,0,0,106,0,1,3,3,5,228,0,0,"2034-5-15",0,1,-1,0
734,"Playoff Bound: Concord HS Secures Wild Card",0,0,0,0,0,249,0,0,0,0,106,0,1,3,3,5,249,0,0,"2034-5-15",0,1,-1,0
735,"Philadelphia HS Devastated by Playoff Elimination",0,0,0,0,0,278,0,0,0,0,107,0,1,3,3,5,278,0,0,"2034-5-15",0,1,-1,0
736,"No Playoff Berth Coming for Rockford HS",0,0,0,0,0,267,0,0,0,0,107,0,1,3,3,5,267,0,0,"2034-5-15",0,1,-1,0
737,"Laredo HS Narrowly Wins Conference 1 East Division",0,0,0,0,0,281,0,0,0,0,107,0,1,3,3,5,281,0,0,"2034-5-15",0,1,-1,0
738,"Milwaukee HS Stone Crabs Headed to the Playoffs",0,0,0,0,0,291,0,0,0,0,107,0,1,3,3,5,291,0,0,"2034-5-15",0,1,-1,0
739,"Injury Brings Season to End for Sharpe",22118,0,0,0,0,79,0,0,0,0,102,0,3,8,1,5,79,0,-5,"2034-5-15",0,1,-1,0
740,"Weekly Team Power Rankings",0,0,0,0,0,5,0,0,0,0,100,0,3,0,2,5,0,0,0,"2034-5-15",0,1,-1,0
741,"Weekly Team Power Rankings",0,0,0,0,0,41,0,0,0,0,101,0,3,0,2,5,0,0,0,"2034-5-15",0,1,-1,0
742,"Weekly Team Power Rankings",0,0,0,0,0,83,0,0,0,0,102,0,3,0,2,5,0,0,0,"2034-5-15",0,1,-1,0
743,"Weekly Team Power Rankings",0,0,0,0,0,110,0,0,0,0,103,0,3,0,2,5,0,0,0,"2034-5-15",0,1,-1,0
744,"Weekly Team Power Rankings",0,0,0,0,0,219,0,0,0,0,106,0,3,0,2,5,0,0,0,"2034-5-15",0,1,-1,0
745,"Weekly Team Power Rankings",0,0,0,0,0,311,0,0,0,0,107,0,3,0,2,5,0,0,0,"2034-5-15",0,1,-1,0
746,"Weekly Team Power Rankings",0,0,0,0,0,324,0,0,0,0,108,0,3,0,2,5,0,0,0,"2034-5-15",0,1,-1,0
747,"BNN Stats: Single-Season Records",0,0,0,0,0,0,0,0,0,0,100,0,3,0,1,5,0,0,0,"2034-5-15",0,1,-1,0
748,"BNN Stats: Active Career Pitching Leaders",0,0,0,0,0,0,0,0,0,0,101,0,3,0,1,5,0,0,0,"2034-5-15",0,1,-1,0
749,"BNN Stats: Batting Leaders at Second Base",0,0,0,0,0,0,0,0,0,0,102,0,3,0,1,5,0,0,0,"2034-5-15",0,1,-1,0
750,"BNN Stats: Batting Leaders",0,0,0,0,0,0,0,0,0,0,103,0,3,0,1,5,0,0,0,"2034-5-15",0,1,-1,0
751,"BNN Stats: Single-Season Records",0,0,0,0,0,0,0,0,0,0,104,0,3,0,1,5,0,0,0,"2034-5-15",0,1,-1,0
752,"BNN Stats: Career Pitching Leaders",0,0,0,0,0,0,0,0,0,0,105,0,3,0,1,5,0,0,0,"2034-5-15",0,1,-1,0
753,"BNN Stats: Single-Season Records",0,0,0,0,0,0,0,0,0,0,106,0,3,0,1,5,0,0,0,"2034-5-15",0,1,-1,0
754,"BNN Stats: Honestly, It's Just Muscles",0,0,0,0,0,0,0,0,0,0,107,0,3,0,1,5,0,0,0,"2034-5-15",0,1,-1,0
755,"BNN Stats: Batting Leaders",0,0,0,0,0,0,0,0,0,0,108,0,3,0,1,5,0,0,0,"2034-5-15",0,1,-1,0
756,"Hensley Spins Shutout",8582,0,0,0,0,246,254,0,0,0,106,0,3,4,2,5,246,0,0,"2034-5-15",0,1,-1,0
757,"Garza Collects Cycle",11492,0,0,0,0,44,43,0,0,0,101,0,3,4,2,5,44,0,0,"2034-5-15",0,1,-1,0
758,"Cedeno Belts Bunch of Base Hits",20486,0,0,0,0,40,36,0,0,0,101,0,3,4,2,5,40,0,0,"2034-5-15",0,1,-1,0
759,"Honolulu HS's Sutton Goes Ballistic with 5 Hits",12898,0,0,0,0,198,219,0,0,0,106,0,3,4,2,5,198,0,0,"2034-5-15",0,1,-1,0
760,"FAA News: The All-Star Game Voting Begins",0,0,0,0,0,0,0,0,0,0,102,0,3,0,1,3,102,-1,0,"2034-5-16",0,1,-1,0
761,"FA News: The All-Star Game Voting Begins",0,0,0,0,0,0,0,0,0,0,103,0,3,0,1,3,103,-1,0,"2034-5-16",0,1,-1,0
762,"No Late-Season Magic Coming: Kansas City HS Out of Playoffs",0,0,0,0,0,200,0,0,0,0,106,0,1,3,3,5,200,0,0,"2034-5-16",0,1,-1,0
763,"Rockets Come up Short of Playoffs",0,0,0,0,0,214,0,0,0,0,106,0,1,3,3,5,214,0,0,"2034-5-16",0,1,-1,0
764,"Sky Sox Win Tight Conference 1 West Division Race",0,0,0,0,0,221,0,0,0,0,106,0,1,3,3,5,221,0,0,"2034-5-16",0,1,-1,0
765,"Hialeah HS Devastated by Playoff Elimination",0,0,0,0,0,247,0,0,0,0,106,0,1,3,3,5,247,0,0,"2034-5-16",0,1,-1,0
766,"The Math Says - Counts Out of Playoffs",0,0,0,0,0,254,0,0,0,0,106,0,1,3,3,5,254,0,0,"2034-5-16",0,1,-1,0
767,"Playoff Bound: Swamp Foxes Win Wild Card",0,0,0,0,0,242,0,0,0,0,106,0,1,3,3,5,242,0,0,"2034-5-16",0,1,-1,0
768,"Mesquite HS Season Won't Continue in Playoffs",0,0,0,0,0,253,0,0,0,0,106,0,1,3,3,5,253,0,0,"2034-5-16",0,1,-1,0
769,"Concord HS Narrowly Wins Conference 2 West Division",0,0,0,0,0,249,0,0,0,0,106,0,1,3,3,5,249,0,0,"2034-5-16",0,1,-1,0
770,"Indianapolis HS Won't Make Playoffs",0,0,0,0,0,280,0,0,0,0,107,0,1,3,3,5,280,0,0,"2034-5-16",0,1,-1,0
771,"Thieves Are Champs of Conference 1 West Division",0,0,0,0,0,288,0,0,0,0,107,0,1,3,3,5,288,0,0,"2034-5-16",0,1,-1,0
772,"Scottsdale HS Flying Monkeys Guaranteed Top Spot in Conference 2 West Division",0,0,0,0,0,309,0,0,0,0,107,0,1,3,3,5,309,0,0,"2034-5-16",0,1,-1,0
773,"Star SP Signs Pact with Bees",9720,0,0,0,0,6,0,0,0,0,100,0,3,2,2,5,0,0,0,"2034-5-16",0,1,-1,0
774,"Injury Shuts Down Sanders for Season",13908,0,0,0,0,216,0,0,0,0,106,0,3,8,1,5,216,0,-5,"2034-5-16",0,1,-1,0
775,"Medical Diagnosis Updated on Rocha",16960,0,0,0,0,21,0,0,0,0,100,0,3,8,1,5,21,0,-5,"2034-5-16",0,1,-1,0
776,"Lillie Reports on Upcoming Opponent: Charlotte Mercenaries",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,236,1,0,"2034-5-16",0,1,-1,0
777,"5-Hit Barrage by Blevin",22686,0,0,0,0,116,109,0,0,0,103,0,3,4,2,5,116,0,0,"2034-5-16",0,1,-1,0
778,"Ricks at His Best, Blanks Yonkers",19013,0,0,0,0,58,60,0,0,0,101,0,3,4,2,5,58,0,0,"2034-5-16",0,1,-1,0
779,"Red-Hot Bailey Cools Off Miami",14381,0,0,0,0,20,16,0,0,0,100,0,3,4,2,5,20,0,0,"2034-5-16",0,1,-1,0
780,"Night Train Clinch Wild Card",0,0,0,0,0,213,0,0,0,0,106,0,1,3,3,5,213,0,0,"2034-5-17",0,1,-1,0
781,"Pasadena HS Clinches Wild Card",0,0,0,0,0,217,0,0,0,0,106,0,1,3,3,5,217,0,0,"2034-5-17",0,1,-1,0
782,"Oakland HS Devastated by Playoff Elimination",0,0,0,0,0,193,0,0,0,0,106,0,1,3,3,5,193,0,0,"2034-5-17",0,1,-1,0
783,"No Late-Season Magic Coming: Orange HS Out of Playoffs",0,0,0,0,0,279,0,0,0,0,107,0,1,3,3,5,279,0,0,"2034-5-17",0,1,-1,0
784,"Wild Card Clinched by Lancaster HS",0,0,0,0,0,274,0,0,0,0,107,0,1,3,3,5,274,0,0,"2034-5-17",0,1,-1,0
785,"Denver College Playoff Hopes Officially Zero",0,0,0,0,0,339,0,0,0,0,108,0,1,3,3,5,339,0,0,"2034-5-17",0,1,-1,0
