player_id,team_id,league_id,position,role,uniform_number,playing_level,is_active,is_on_secondary,is_on_dl,is_on_dl60,must_be_active,just_signed,was_on_active,was_on_secondary,was_on_dl,mlb_service_years,secondary_service_years,pro_service_years,mlb_service_days,secondary_service_days,pro_service_days,mlb_service_days_this_year,secondary_service_days_this_year,pro_service_days_this_year,dl_days_this_year,years_protected_from_rule_5,is_on_waivers,designated_for_assignment,irrevocable_waivers,days_on_waivers,days_on_waivers_left,days_on_dfa_left,claimed_team_id,last_day_on_waivers,options_used,option_used_this_year,has_received_arbitration,was_traded,trade_status
14466,23,-100,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,235,0,0,235,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14468,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14469,211,106,5,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14475,18,-100,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,472,0,0,235,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14476,211,106,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14477,211,106,1,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14478,30,-100,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,235,0,0,235,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14484,211,106,1,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14487,211,106,1,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14488,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,1,4,9,213,763,1778,0,0,186,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0
14491,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
14497,207,106,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14499,207,106,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14501,15,100,1,12,0,0,1,1,0,0,0,0,0,0,0,1,3,9,239,519,1807,186,186,186,0,4,0,0,1,115,0,0,0,0,3,0,0,0,0
14504,207,106,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14505,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,109,381,1721,0,0,186,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
14507,22,100,1,12,0,0,1,1,0,0,0,0,0,0,0,3,6,9,576,1032,1778,183,183,186,166,4,0,0,0,0,0,9,0,0,3,0,0,0,0
14508,194,106,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14509,194,106,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14511,4,-100,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,235,0,0,235,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14513,194,106,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14515,194,106,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14516,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
14519,7,-100,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,235,0,0,235,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14521,26,-100,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,235,0,0,235,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14522,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1375,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14523,24,-100,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,235,0,0,235,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14524,194,106,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14525,30,100,3,0,0,0,1,1,0,0,0,0,0,0,0,2,4,10,432,754,1993,186,186,186,0,4,0,0,0,0,0,9,0,0,3,0,0,1,0
14530,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
14531,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
14532,152,105,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1807,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14534,17,100,3,0,0,0,1,1,0,0,0,0,0,0,0,0,2,7,96,344,1422,36,186,186,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
14538,194,106,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14539,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
14548,224,106,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14549,224,106,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14551,170,105,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,657,0,0,186,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14553,1,-100,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,235,0,0,235,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14554,6,-100,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,235,0,0,235,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14556,0,0,1,11,0,0,1,1,0,0,0,0,0,0,0,6,8,11,1167,1376,2175,186,186,186,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0
14559,224,106,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14560,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1432,0,0,186,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
14562,25,-100,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,235,0,0,235,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14563,4,-100,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,235,0,0,235,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14564,4,-100,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,235,0,0,235,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14573,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,3,5,10,582,860,1952,0,0,186,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
14575,137,104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,459,0,0,222,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14578,16,-100,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,472,0,0,235,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14579,180,105,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,459,0,0,222,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14580,173,105,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,657,0,0,186,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14582,64,102,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1169,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14585,167,105,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,396,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14587,224,106,1,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14588,224,106,1,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14590,4,-100,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,235,0,0,235,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14593,204,106,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14594,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,42,76,2427,0,0,186,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14597,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1398,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14599,204,106,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14600,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
14601,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
14603,14,100,1,11,0,0,1,1,0,0,0,0,0,0,0,5,6,9,891,1032,1807,186,186,186,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0
14604,204,106,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14611,204,106,1,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14612,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,2,3,10,352,594,1994,67,75,186,67,4,0,0,0,0,0,0,0,0,3,0,0,0,0
14613,204,106,1,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14615,204,106,1,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14618,23,-100,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,235,0,0,235,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14621,204,106,3,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14622,201,106,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14624,28,-100,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,235,0,0,235,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14629,18,-100,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,235,0,0,235,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14630,29,100,5,0,0,0,1,1,0,0,0,0,0,0,0,2,4,9,453,688,1738,32,186,186,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
14632,1,-100,3,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,235,0,0,235,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14633,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
14634,7,-100,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,235,0,0,235,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14637,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
14645,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
14648,201,106,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14650,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
14652,201,106,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14653,201,106,1,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14655,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
14656,10,-100,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,235,0,0,235,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14657,201,106,1,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14659,201,106,1,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14661,213,106,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14662,213,106,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14664,213,106,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14665,213,106,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14666,203,106,1,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14668,13,-100,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,235,0,0,235,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14672,203,106,1,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14674,27,-100,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,472,0,0,235,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14676,30,-100,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,235,0,0,235,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14678,3,-100,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,235,0,0,235,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14680,203,106,1,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14681,22,-100,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,235,0,0,235,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14684,11,-100,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,235,0,0,235,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14685,26,-100,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,235,0,0,235,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14686,206,106,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14688,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
14691,11,-100,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,235,0,0,235,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14692,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
14695,206,106,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14696,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
14703,206,106,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14704,14,-100,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,235,0,0,235,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14706,206,106,1,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14708,206,106,1,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14709,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
14714,206,106,1,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14718,6,-100,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,235,0,0,235,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14720,25,-100,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,235,0,0,235,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14722,155,105,1,12,0,0,0,0,0,0,0,0,0,0,0,1,2,9,224,407,1664,86,90,186,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
14723,216,106,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14725,11,-100,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,235,0,0,235,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14726,17,-100,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,235,0,0,235,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14728,4,-100,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,235,0,0,235,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14731,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,1,3,12,253,642,2356,0,0,186,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
14732,152,105,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14734,216,106,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14736,163,105,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,646,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14742,157,105,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,459,0,0,222,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14743,168,105,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,871,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14744,0,0,1,11,0,0,1,1,0,0,0,0,0,0,0,7,8,11,1369,1376,2175,186,194,186,79,4,0,0,0,0,0,0,0,0,1,0,0,0,0
14745,3,-100,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,235,0,0,235,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14746,174,105,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,447,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14747,158,105,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,342,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14748,5,-100,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,235,0,0,235,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14749,216,106,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14752,216,106,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14754,131,104,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,838,0,0,186,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14755,180,105,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,459,0,0,222,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14756,160,105,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,459,0,0,222,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14757,4,-100,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,235,0,0,235,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14758,216,106,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14760,26,-100,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,472,0,0,235,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14762,26,100,8,0,0,0,1,1,0,0,0,0,0,0,0,5,7,11,905,1351,2176,186,186,186,0,4,0,0,0,0,0,9,0,0,3,0,0,0,0
14763,8,-100,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,235,0,0,235,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14765,16,100,1,12,0,0,1,1,0,0,0,0,0,0,0,4,7,10,793,1204,1993,182,182,186,0,4,0,0,0,0,0,9,0,0,3,0,0,1,2
14766,216,106,1,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14768,216,106,1,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14770,47,101,1,12,0,0,0,0,0,0,0,0,0,0,0,4,5,10,859,1006,1993,0,0,186,0,4,0,0,1,124,0,7,0,0,3,0,0,0,0
14771,176,105,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,459,0,0,222,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14775,4,-100,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,235,0,0,235,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14776,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,840,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14777,172,105,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,222,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14778,28,-100,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,472,0,0,235,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14779,158,105,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14780,153,105,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,458,0,0,221,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14783,5,100,1,11,0,0,1,1,0,0,0,0,0,0,0,5,8,11,985,1376,2175,186,216,186,182,4,0,0,0,0,0,0,0,0,3,0,0,0,0
14784,172,105,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,342,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14786,30,100,1,12,0,0,1,1,0,0,0,0,0,0,0,1,1,9,178,192,1785,0,0,175,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
14788,24,-100,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,235,0,0,235,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14789,22,-100,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,235,0,0,235,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14795,159,105,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2455,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14797,54,101,2,0,0,0,0,0,0,0,0,0,0,0,0,8,8,9,1376,1376,1870,0,0,186,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
14804,2,100,7,0,0,0,1,1,0,0,0,0,0,0,0,7,7,10,1204,1204,1993,185,191,186,70,4,0,0,0,0,0,10,0,0,0,0,0,0,0
14825,2,100,1,13,0,0,1,1,0,0,0,0,0,0,0,5,6,9,912,1110,1796,186,186,186,20,4,0,0,1,179,0,0,0,0,3,0,0,0,2
14854,0,0,1,12,0,0,1,1,0,0,0,0,0,0,0,9,9,12,1607,1614,2361,154,154,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14855,11,100,1,12,0,0,1,1,0,0,0,0,0,0,0,9,10,10,1569,1720,1993,186,186,186,21,4,0,0,0,0,0,10,0,0,3,0,0,0,0
14896,0,0,1,13,0,0,1,1,0,0,0,0,0,0,0,10,10,12,1830,1838,2515,186,186,186,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0
14897,23,100,1,12,0,0,1,1,0,0,0,0,0,0,0,4,4,12,835,846,2378,186,186,186,4,0,0,0,0,0,0,0,0,0,2,0,0,1,0
14901,0,0,9,0,0,0,1,1,0,0,0,0,0,0,0,6,6,12,1032,1032,2515,186,186,186,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14906,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2340,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
