date,summary,message_id,team_id_0,player_id_0_0,draft_round_0_0,draft_team_0_0,player_id_0_1,draft_round_0_1,draft_team_0_1,player_id_0_2,draft_round_0_2,draft_team_0_2,player_id_0_3,draft_round_0_3,draft_team_0_3,player_id_0_4,draft_round_0_4,draft_team_0_4,cash_0,team_id_1,player_id_1_0,draft_round_1_0,draft_team_1_0,player_id_1_1,draft_round_1_1,draft_team_1_1,player_id_1_2,draft_round_1_2,draft_team_1_2,player_id_1_3,draft_round_1_3,draft_team_1_3,player_id_1_4,draft_round_1_4,draft_team_1_4,cash_1
"2021-12-22","The <Seattle Crusaders:team#23> trade 32-year-old shortstop <Josh Davis:player#1394> and 20-year-old  minor league shortstop <Jack Sherer:player#6738> to the <Jacksonville Swarm:team#12> for 26-year-old starting pitcher <Joel Forsythe:player#3052>.",5156,23,1394,0,'',6738,0,'',0,0,'',0,0,'',0,0,'',0,12,3052,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2021-12-29","The <Sacramento Predators:team#29> trade 40-year-old reliever <Mark Carter:player#1222> to the <El Paso Spinners:team#26> for 22-year-old  minor league first baseman <Ray Williams:player#6360> and 21-year-old  minor league left fielder <Sean Hudson:player",5174,29,1222,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,26,6360,0,'',9552,0,'',0,0,'',0,0,'',0,0,'',0
"2021-12-30","The <Omaha Rangers:team#10> trade 30-year-old reliever <Tony Lomeli:player#713> and 21-year-old  minor league first baseman <Nate Fisk:player#7160> to the <Milwaukee Sundevils:team#18> for 27-year-old catcher <Mike Callahan:player#13805>.",5176,10,713,0,'',7160,0,'',0,0,'',0,0,'',0,0,'',0,18,13805,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2022-1-15","The <Mesa Sluggers:team#25> trade 30-year-old starting pitcher <Justin Hansen:player#46> and 21-year-old  minor league third baseman <Mike Collins:player#6463> to the <Miami Badlanders:team#16> for 22-year-old  minor league center fielder <Bryan Blanton:p",24,25,46,0,'',6463,0,'',0,0,'',0,0,'',0,0,'',0,16,6644,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2022-1-15","The <El Paso Spinners:team#26> trade 25-year-old second baseman <Carlos Gonzales:player#2382> to the <Memphis Black Knights:team#4> for 31-year-old reliever <Ben Herrmann:player#1388> and 20-year-old  minor league closer <Rich Hales:player#5780>.",25,26,2382,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,4,1388,0,'',5780,0,'',0,0,'',0,0,'',0,0,'',0
"2022-4-5","The <Tucson Ocelots:team#14> trade 31-year-old second baseman <Aaron Lane:player#871> and 22-year-old  minor league center fielder <Russ Stocker:player#7540> to the <Albuquerque Underdogs:team#11> for 30-year-old starting pitcher <Tony Joselyn:player#1642",227,14,871,0,'',7540,0,'',0,0,'',0,0,'',0,0,'',0,11,1642,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2022-5-6","The <Milwaukee Sundevils:team#18> trade 23-year-old  minor league catcher <Elias Perez:player#4119> to the <El Paso Spinners:team#26> for 33-year-old  minor league starting pitcher <Chase Martinez:player#2447>.",-1,18,4119,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,26,2447,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2022-6-1","The <Mesa Sluggers:team#25> trade 30-year-old center fielder <Chad Peterson:player#1147> and 23-year-old  minor league left fielder <Jonathan Fabricant:player#8414> to the <Tucson Ocelots:team#14> for 20-year-old  minor league right fielder <Justin Dudley",2520,25,1147,0,'',8414,0,'',0,0,'',0,0,'',0,0,'',0,14,7916,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2022-6-7","The <Grand Rapids Prairie Thunder:team#30> trade 22-year-old  minor league first baseman <Mike Bush:player#7361> and 21-year-old  minor league shortstop <Roger Tapper:player#7086> to the <Jacksonville Swarm:team#12> for 28-year-old  minor league reliever ",-1,30,7361,0,'',7086,0,'',0,0,'',0,0,'',0,0,'',0,12,11164,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2022-6-16","The <Dallas Purple Aces:team#7> trade 33-year-old reliever <Justin McGee:player#1181> to the <Columbus Americans:team#21> for 22-year-old  minor league first baseman <Bill Yarrish:player#6310>, 24-year-old  minor league second baseman <Billy Olson:player#",5262,7,1181,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,21,6310,0,'',9293,0,'',9431,0,'',0,0,'',0,0,'',0
"2022-6-27","The <El Paso Spinners:team#26> trade 34-year-old third baseman <Tommy Korinek:player#197> and 22-year-old  minor league right fielder <Josh Dean:player#7439> to the <New Orleans Mavericks:team#22> for 28-year-old starting pitcher <Theo Ruck:player#138> an",5364,26,197,0,'',7439,0,'',0,0,'',0,0,'',0,0,'',0,22,138,0,'',7792,0,'',0,0,'',0,0,'',0,0,'',0
"2022-7-1","The <Ft. Worth Dingos:team#27> trade 33-year-old reliever <Adam Gray:player#775> to the <Cleveland White Knights:team#15> for 21-year-old  minor league reliever <Barry DePhillips:player#6876> and 22-year-old  minor league right fielder <McKay Roberts:play",5402,27,775,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,15,6876,0,'',10129,0,'',0,0,'',0,0,'',0,0,'',0
"2022-7-2","The <Grand Rapids Prairie Thunder:team#30> trade 29-year-old left fielder <Carlos Garza:player#337> and 22-year-old  minor league closer <Tony Jara:player#10326> to the <Sacramento Predators:team#29> for 32-year-old starting pitcher <Mike Harless:player#1",5410,30,337,0,'',10326,0,'',0,0,'',0,0,'',0,0,'',0,29,1463,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2022-7-3","The <Fresno Bees:team#6> trade 38-year-old second baseman <Jonathan Renner:player#76>, 22-year-old  minor league third baseman <Chase Wilburn:player#8137> and $1,160,000 in cash to the <Las Vegas Privateers:team#1> for 20-year-old  minor league shortstop ",5416,6,76,0,'',8137,0,'',0,0,'',0,0,'',0,0,'',1160000,1,7763,0,'',9401,0,'',0,0,'',0,0,'',0,0,'',0
"2022-7-4","The <Dallas Purple Aces:team#7> trade 32-year-old starting pitcher <Joel Foster:player#1380> to the <Grand Rapids Prairie Thunder:team#30> for 20-year-old  minor league center fielder <Eric Eads:player#7040> and 23-year-old  minor league reliever <Bryan B",5449,7,1380,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,30,7040,0,'',6379,0,'',0,0,'',0,0,'',0,0,'',0
"2022-7-5","The <San Francisco Revolution:team#5> trade 30-year-old reliever <Kevin Dupuis:player#2894> to the <Mesa Sluggers:team#25> for 18-year-old  minor league center fielder <Bobby Aguilar:player#13492>.",5452,5,2894,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,25,13492,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2022-7-8","The <Phoenix Cowboys:team#20> trade 26-year-old left fielder <Jesus Perez:player#2490> and 22-year-old  minor league starting pitcher <Junior Lefebvre:player#4449> to the <Columbus Americans:team#21> for 28-year-old second baseman <Chris Witherspoon:playe",5465,20,2490,0,'',4449,0,'',0,0,'',0,0,'',0,0,'',0,21,1051,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2022-7-10","The <Mesa Sluggers:team#25> trade 32-year-old reliever <Carlos Garcia:player#1594> to the <Oklahoma City Eagles:team#24> for 24-year-old  minor league reliever <Jose Andrade:player#4426> and 22-year-old  minor league first baseman <Tony Cano:player#8270>.",5476,25,1594,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,24,4426,0,'',8270,0,'',0,0,'',0,0,'',0,0,'',0
"2022-7-12","The <Milwaukee Sundevils:team#18> trade 31-year-old reliever <Alfredo Lopez:player#865> to the <Sacramento Predators:team#29> for 24-year-old  minor league starting pitcher <David Lombardo:player#9524> and 19-year-old  minor league center fielder <Angelo ",5510,18,865,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,29,9524,0,'',12485,0,'',0,0,'',0,0,'',0,0,'',0
"2022-7-14","The <Fresno Bees:team#6> trade 28-year-old shortstop <Jon Schabel:player#2174> to the <Jacksonville Swarm:team#12> for 25-year-old reliever <David Reitmeyer:player#57>.",5523,6,2174,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,12,57,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2022-7-16","The <Jacksonville Swarm:team#12> trade 30-year-old center fielder <Alex Soler:player#382> to the <Memphis Black Knights:team#4> for 31-year-old starting pitcher <Miles Dupre:player#1309>.",5526,12,382,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,4,1309,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2022-7-17","The <Milwaukee Sundevils:team#18> trade 32-year-old reliever <Sergio Sanchez:player#731> to the <San Diego Yaks:team#8> for 22-year-old  minor league left fielder <Mike Hammers:player#6670> and 20-year-old  minor league center fielder <Albin Pierpoali:pla",5533,18,731,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,8,6670,0,'',11243,0,'',0,0,'',0,0,'',0,0,'',0
"2022-7-17","The <Miami Badlanders:team#16> trade 28-year-old first baseman <Sal Echevarria:player#870> to the <San Jose Cannoneers:team#17> for 31-year-old left fielder <Leo Lopez:player#1634>.",5534,16,870,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,17,1634,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2022-7-20","The <Milwaukee Sundevils:team#18> trade 23-year-old  minor league first baseman <Joe Henrich:player#8192> and 22-year-old  minor league first baseman <Nate Fisk:player#7160> to the <Cleveland White Knights:team#15> for 29-year-old  minor league reliever <",-1,18,8192,0,'',7160,0,'',0,0,'',0,0,'',0,0,'',0,15,137,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2022-7-21","The <Newport News Donkeys:team#28> trade 32-year-old reliever <Pete Cummins:player#1591> to the <Oklahoma City Eagles:team#24> for 23-year-old  minor league closer <Mike Irwin:player#7956> and 23-year-old  minor league reliever <Jared Parthemore:player#82",5576,28,1591,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,24,7956,0,'',8205,0,'',0,0,'',0,0,'',0,0,'',0
"2022-7-24","The <Jacksonville Swarm:team#12> trade 29-year-old first baseman <Bob Matlack:player#2327> to the <Las Vegas Privateers:team#1> for 27-year-old starting pitcher <Manuel Perez:player#2659>.",5586,12,2327,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,1,2659,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2022-7-27","The <Oklahoma City Eagles:team#24> trade 28-year-old catcher <Luis Ornelas:player#689> to the <Cleveland White Knights:team#15> for 25-year-old first baseman <Kouji Oshita:player#11136>.",5630,24,689,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,15,11136,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2022-7-29","The <El Paso Spinners:team#26> trade 31-year-old reliever <Alejandro Pereira:player#322> to the <Cleveland White Knights:team#15> for 23-year-old  minor league shortstop <Arturo Cardenas:player#9367> and 22-year-old  minor league reliever <Eric Melle:play",5639,26,322,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,15,9367,0,'',6098,0,'',0,0,'',0,0,'',0,0,'',0
"2022-7-29","The <Sacramento Predators:team#29> trade 33-year-old third baseman <Eric Price:player#1232> to the <San Francisco Revolution:team#5> for 23-year-old  minor league closer <Jake Schwartz:player#4818> and 22-year-old  minor league closer <Chris Shupert:playe",5640,29,1232,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,5,4818,0,'',10254,0,'',0,0,'',0,0,'',0,0,'',0
"2022-7-29","The <El Paso Spinners:team#26> trade 31-year-old reliever <Sergio Martinez:player#1538> and 22-year-old  minor league starting pitcher <Keith Sullenger:player#10228> to the <New Orleans Mavericks:team#22> for 20-year-old  minor league center fielder <Mike",5641,26,1538,0,'',10228,0,'',0,0,'',0,0,'',0,0,'',0,22,11112,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2022-7-29","The <Milwaukee Sundevils:team#18> trade 30-year-old closer <Greg Frangipane:player#97> to the <Grand Rapids Prairie Thunder:team#30> for 17-year-old  minor league catcher <Pablo Cortez:player#14916>, 24-year-old  minor league reliever <Jim Adams:player#10",5642,18,97,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,30,14916,0,'',10970,0,'',9390,0,'',0,0,'',0,0,'',0
"2022-7-29","The <Charlotte Mercenaries:team#19> trade 30-year-old starting pitcher <Domingo Ceriani:player#1560> to the <New Orleans Mavericks:team#22> for 26-year-old second baseman <Randy Warner:player#1733>.",5643,19,1560,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,22,1733,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2022-7-30","The <San Francisco Revolution:team#5> trade 29-year-old starting pitcher <Jay Bullard:player#950> to the <Milwaukee Sundevils:team#18> for 21-year-old  minor league reliever <Justin Johnson:player#5904> and 23-year-old  minor league left fielder <Jose Mar",5647,5,950,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,18,5904,0,'',7066,0,'',0,0,'',0,0,'',0,0,'',0
"2022-7-30","The <Philadelphia Sabres:team#13> trade 33-year-old starting pitcher <Gustavo Sandoval:player#857> and 22-year-old  minor league catcher <Andrew Martin:player#5463> to the <Grand Rapids Prairie Thunder:team#30> for 22-year-old  minor league center fielder",5648,13,857,0,'',5463,0,'',0,0,'',0,0,'',0,0,'',0,30,9365,0,'',9069,0,'',0,0,'',0,0,'',0,0,'',0
"2022-7-31","The <Newport News Donkeys:team#28> trade 30-year-old reliever <Tony Ledesma:player#1801> to the <Seattle Crusaders:team#23> for 23-year-old  minor league third baseman <David Shannon:player#9193>.",5654,28,1801,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,23,9193,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2022-7-31","The <Mesa Sluggers:team#25> trade 28-year-old  minor league reliever <Wally Stevens:player#2652> and 22-year-old  minor league left fielder <Bill Carroll:player#5619> to the <Oklahoma City Eagles:team#24> for 24-year-old  minor league shortstop <Josh Lill",5655,25,2652,0,'',5619,0,'',0,0,'',0,0,'',0,0,'',0,24,9017,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2022-7-31","The <Tucson Ocelots:team#14> trade 30-year-old right fielder <Josh Palmer:player#248> and 22-year-old  minor league third baseman <Jae-myung Shin:player#6092> to the <Cleveland White Knights:team#15> for 33-year-old starting pitcher <Mike Gilbert:player#1",5656,14,248,0,'',6092,0,'',0,0,'',0,0,'',0,0,'',0,15,186,0,'',6812,0,'',0,0,'',0,0,'',0,0,'',0
"2022-8-24","The <Memphis Black Knights:team#4> trade 31-year-old  minor league reliever <Matt Wagner:player#402> and 20-year-old  minor league left fielder <Erik Scott:player#6464> to the <Oklahoma City Eagles:team#24> for 23-year-old  minor league third baseman <Jos",5924,4,402,0,'',6464,0,'',0,0,'',0,0,'',0,0,'',0,24,9337,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2022-12-2","The <San Francisco Revolution:team#5> trade 30-year-old starting pitcher <Takatsugu Katayama:player#2600> to the <Dallas Purple Aces:team#7> for 23-year-old  minor league first baseman <Bill Yarrish:player#6310> and 23-year-old  minor league center fielde",6410,5,2600,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,7,6310,0,'',7440,0,'',0,0,'',0,0,'',0,0,'',0
"2022-12-2","The <Newport News Donkeys:team#28> trade 31-year-old third baseman <Jarrod DiPlacido:player#1331> and $1,770,000 in cash to the <Tucson Ocelots:team#14> for 22-year-old  minor league starting pitcher <David Mason:player#12032> and 22-year-old  minor leagu",6411,28,1331,0,'',0,0,'',0,0,'',0,0,'',0,0,'',1770000,14,12032,0,'',2423,0,'',0,0,'',0,0,'',0,0,'',0
"2022-12-4","The <Mesa Sluggers:team#25> trade 30-year-old reliever <Kevin Dupuis:player#2894> to the <El Paso Spinners:team#26> for 19-year-old  minor league shortstop <Hezi Killingsworth:player#10403>, 21-year-old  minor league closer <Rich Hales:player#5780> and 23",6413,25,2894,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,26,10403,0,'',5780,0,'',9215,0,'',0,0,'',0,0,'',0
"2022-12-4","The <Albuquerque Underdogs:team#11> trade 31-year-old closer <Ryan Gatta:player#98> to the <New Orleans Mavericks:team#22> for 23-year-old  minor league second baseman <Jairo Navarro:player#7818>, 23-year-old starting pitcher <Anton Gonzalez:player#1717> ",6414,11,98,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,22,7818,0,'',1717,0,'',9160,0,'',0,0,'',0,0,'',0
"2022-12-5","The <Fresno Bees:team#6> trade 33-year-old third baseman <Marc Pierce:player#919> to the <San Diego Yaks:team#8> for 23-year-old  minor league closer <Mauricio Gaitan:player#2841>.",6424,6,919,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,8,2841,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2022-12-9","The <Albuquerque Underdogs:team#11> trade 30-year-old reliever <R.J. Cabezas:player#2296>, 24-year-old  minor league reliever <Jeff James:player#16608> and $3,710,000 in cash to the <Sacramento Predators:team#29> for 20-year-old  minor league starting pit",6427,11,2296,0,'',16608,0,'',0,0,'',0,0,'',0,0,'',3710000,29,10616,0,'',11832,0,'',0,0,'',0,0,'',0,0,'',0
"2022-12-13","The <Charlotte Mercenaries:team#19> trade 31-year-old closer <Danny Flores:player#807> and 21-year-old  minor league starting pitcher <Mark Fury:player#7722> to the <San Diego Yaks:team#8> for 23-year-old reliever <Juan Duque:player#3148> and 24-year-old ",6440,19,807,0,'',7722,0,'',0,0,'',0,0,'',0,0,'',0,8,3148,0,'',8883,0,'',0,0,'',0,0,'',0,0,'',0
"2022-12-16","The <Fresno Bees:team#6> trade 25-year-old reliever <Nick Williams:player#452> and 22-year-old  minor league center fielder <Jared Cooke:player#6241> to the <Sacramento Predators:team#29> for 20-year-old  minor league catcher <Jeremy Marsala:player#9921>.",6445,6,452,0,'',6241,0,'',0,0,'',0,0,'',0,0,'',0,29,9921,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2022-12-16","The <Seattle Crusaders:team#23> trade 31-year-old closer <Brett Young:player#1134> and $4,340,000 in cash to the <Columbus Americans:team#21> for 27-year-old catcher <Jamie Seeber:player#3522> and 22-year-old reliever <David Bacon:player#817>.",6446,23,1134,0,'',0,0,'',0,0,'',0,0,'',0,0,'',4340000,21,3522,0,'',817,0,'',0,0,'',0,0,'',0,0,'',0
"2022-12-18","The <Fresno Bees:team#6> trade 32-year-old first baseman <Randy Brott:player#527> to the <Milwaukee Sundevils:team#18> for 23-year-old  minor league starting pitcher <Keiya Igarashi:player#10101>, 19-year-old  minor league first baseman <Edgar Echeverria:",6448,6,527,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,18,10101,0,'',14974,0,'',9503,0,'',0,0,'',0,0,'',0
"2022-12-28","The <Ft. Worth Dingos:team#27> trade 30-year-old reliever <Tim Eastburn:player#2141> and 19-year-old  minor league catcher <Jose Rodriguez:player#13680> to the <Albuquerque Underdogs:team#11> for 24-year-old  minor league third baseman <Mark Heldt:player#",6472,27,2141,0,'',13680,0,'',0,0,'',0,0,'',0,0,'',0,11,9063,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2023-1-6","The <Ft. Worth Dingos:team#27> trade 33-year-old closer <Steve Ullom:player#1002> to the <Grand Rapids Prairie Thunder:team#30> for 21-year-old  minor league third baseman <Scott Bauer:player#6063>, 22-year-old  minor league catcher <Mike Canney:player#12",2553,27,1002,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,30,6063,0,'',12314,0,'',12426,0,'',0,0,'',0,0,'',0
"2023-1-17","The <Las Vegas Privateers:team#1> trade 28-year-old left fielder <Adam Molloy:player#2571> to the <New Orleans Mavericks:team#22> for 24-year-old reliever <Rick LaCount:player#5391> and 23-year-old  minor league closer <Josh Plouffe:player#10125>.",2577,1,2571,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,22,5391,0,'',10125,0,'',0,0,'',0,0,'',0,0,'',0
"2023-1-22","The <Miami Badlanders:team#16> trade 35-year-old right fielder <Keith Cole:player#1282> and $270,000 in cash to the <Jacksonville Swarm:team#12> for 23-year-old reliever <George Finch:player#6853>, 19-year-old  minor league closer <Ian Frump:player#9929>,",2581,16,1282,0,'',0,0,'',0,0,'',0,0,'',0,0,'',270000,12,6853,0,'',9929,0,'',8190,0,'',8785,0,'',5806,0,'',0
"2023-2-3","The <San Jose Cannoneers:team#17> trade 30-year-old closer <Ed Portman:player#1272>, 20-year-old  minor league starting pitcher <Jaime Vega:player#9755> and $1,090,000 in cash to the <Ft. Worth Dingos:team#27> for 26-year-old first baseman <Pat Steffenson",2602,17,1272,0,'',9755,0,'',0,0,'',0,0,'',0,0,'',1090000,27,2464,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2023-5-31","The <El Paso Spinners:team#26> trade 20-year-old  minor league reliever <Justin Clark:player#9594> and 22-year-old  minor league starting pitcher <Kevin Ruffalo:player#10845> to the <Cleveland White Knights:team#15> for 33-year-old  minor league closer <B",-1,26,9594,0,'',10845,0,'',0,0,'',0,0,'',0,0,'',0,15,1388,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2023-6-18","The <San Francisco Revolution:team#5> trade 31-year-old  minor league reliever <Marcus Gordon:player#2859> and 20-year-old  minor league second baseman <Nick McDonald:player#7088> to the <Omaha Rangers:team#10> for 22-year-old  minor league first baseman ",4164,5,2859,0,'',7088,0,'',0,0,'',0,0,'',0,0,'',0,10,5860,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2023-6-26","The <Ft. Worth Dingos:team#27> trade 33-year-old right fielder <David Burns:player#788> to the <Mesa Sluggers:team#25> for 28-year-old reliever <Branden Miller:player#2660> and 23-year-old  minor league center fielder <Milt Cartwright:player#8115>.",4256,27,788,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,25,2660,0,'',8115,0,'',0,0,'',0,0,'',0,0,'',0
"2023-7-3","The <Charlotte Mercenaries:team#19> trade 35-year-old starting pitcher <Jose Escandon:player#47> and 23-year-old  minor league starting pitcher <Andrew Malone:player#10632> to the <Oklahoma City Eagles:team#24> for 29-year-old first baseman <Sal Echevarri",4341,19,47,0,'',10632,0,'',0,0,'',0,0,'',0,0,'',0,24,870,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2023-7-9","The <New Orleans Mavericks:team#22> trade 23-year-old  minor league right fielder <Jordan Barajas:player#6741> and 20-year-old  minor league left fielder <Jaime Blinson:player#9639> to the <San Diego Yaks:team#8> for 31-year-old  minor league reliever <Gr",-1,22,6741,0,'',9639,0,'',0,0,'',0,0,'',0,0,'',0,8,953,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2023-7-11","The <Memphis Black Knights:team#4> trade 35-year-old reliever <Mike Knouse:player#326> to the <Omaha Rangers:team#10> for 23-year-old  minor league right fielder <Mike Maher:player#8344>.",4423,4,326,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,10,8344,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2023-7-12","The <Dallas Purple Aces:team#7> trade 33-year-old reliever <James George:player#687> and 21-year-old  minor league starting pitcher <Rich Olivo:player#11062> to the <New Orleans Mavericks:team#22> for 19-year-old  minor league left fielder <Danny Rosario:",4425,7,687,0,'',11062,0,'',0,0,'',0,0,'',0,0,'',0,22,12579,0,'',7591,0,'',0,0,'',0,0,'',0,0,'',0
"2023-7-13","The <San Jose Cannoneers:team#17> trade 33-year-old starting pitcher <Mark Pierson:player#1128> to the <Charlotte Mercenaries:team#19> for 35-year-old first baseman <Alex Gomez:player#480>.",4432,17,1128,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,19,480,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2023-7-14","The <Tucson Ocelots:team#14> trade 25-year-old catcher <Andy Belk:player#9134> and 23-year-old  minor league center fielder <Daniel Comer:player#10947> to the <San Jose Cannoneers:team#17> for 27-year-old starting pitcher <Jason Marich:player#1262>.",4438,14,9134,0,'',10947,0,'',0,0,'',0,0,'',0,0,'',0,17,1262,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2023-7-14","The <Dallas Purple Aces:team#7> trade 32-year-old reliever <Hector Martinez:player#944> to the <Seattle Crusaders:team#23> for 20-year-old  minor league reliever <Kevin Reed:player#6932>, 23-year-old  minor league right fielder <Terry Vale:player#2804> an",4439,7,944,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,23,6932,0,'',2804,0,'',7383,0,'',0,0,'',0,0,'',0
"2023-7-16","The <Columbus Americans:team#21> trade 25-year-old third baseman <Chris Morgan:player#9387> to the <Phoenix Cowboys:team#20> for 27-year-old  minor league shortstop <Jason McAuley:player#8838> and 20-year-old  minor league starting pitcher <David Back:pla",4450,21,9387,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,20,8838,0,'',9811,0,'',0,0,'',0,0,'',0,0,'',0
"2023-7-16","The <Ft. Worth Dingos:team#27> trade 36-year-old reliever <Matt Thomas:player#998> and 24-year-old  minor league right fielder <Ben Edwards:player#8964> to the <Oklahoma City Eagles:team#24> for 25-year-old catcher <Chris Albert:player#9498>.",4451,27,998,0,'',8964,0,'',0,0,'',0,0,'',0,0,'',0,24,9498,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2023-7-16","The <Dallas Purple Aces:team#7> trade 38-year-old third baseman <Colin Fleury:player#377> and 21-year-old  minor league center fielder <Steven Leming:player#8540> to the <Omaha Rangers:team#10> for 23-year-old  minor league left fielder <Tony Ruddock:play",4452,7,377,0,'',8540,0,'',0,0,'',0,0,'',0,0,'',0,10,8719,0,'',3304,0,'',0,0,'',0,0,'',0,0,'',0
"2023-7-17","The <San Francisco Revolution:team#5> trade 33-year-old reliever <Pete Cummins:player#1591> and 20-year-old  minor league shortstop <Mike Leonard:player#9936> to the <New Orleans Mavericks:team#22> for 18-year-old  minor league center fielder <Antonio Sal",4481,5,1591,0,'',9936,0,'',0,0,'',0,0,'',0,0,'',0,22,14949,0,'',9235,0,'',0,0,'',0,0,'',0,0,'',0
"2023-7-21","The <Mesa Sluggers:team#25> trade 25-year-old  minor league shortstop <Josh Lilly:player#9017> to the <Ft. Worth Dingos:team#27> for 31-year-old reliever <Brad Mitchel:player#552> and 22-year-old  minor league closer <Barry DePhillips:player#6876>.",4496,25,9017,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,27,552,0,'',6876,0,'',0,0,'',0,0,'',0,0,'',0
"2023-7-22","The <Grand Rapids Prairie Thunder:team#30> trade 30-year-old reliever <Angel Mendia:player#1314> and 23-year-old left fielder <Bill Carroll:player#5619> to the <Jacksonville Swarm:team#12> for 33-year-old center fielder <Stephen Lucas:player#1068>.",4498,30,1314,0,'',5619,0,'',0,0,'',0,0,'',0,0,'',0,12,1068,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2023-7-24","The <Dallas Purple Aces:team#7> trade 29-year-old reliever <Mark Morella:player#1226> to the <Mesa Sluggers:team#25> for 20-year-old  minor league reliever <Ryan McClarty:player#6002> and 23-year-old  minor league first baseman <Tony Cano:player#8270>.",4534,7,1226,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,25,6002,0,'',8270,0,'',0,0,'',0,0,'',0,0,'',0
"2023-7-25","The <Dallas Purple Aces:team#7> trade 33-year-old reliever <Ken Robinson:player#582> and 23-year-old starting pitcher <Chris Lewis:player#10172> to the <Mesa Sluggers:team#25> for 28-year-old second baseman <Fernando Ramirez:player#2826>.",4540,7,582,0,'',10172,0,'',0,0,'',0,0,'',0,0,'',0,25,2826,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
