player_id,team_id,league_id,position,role,fielding_ratings_infield_range,fielding_ratings_infield_arm,fielding_ratings_turn_doubleplay,fielding_ratings_outfield_range,fielding_ratings_outfield_arm,fielding_ratings_catcher_arm,fielding_ratings_catcher_ability,fielding_ratings_infield_error,fielding_ratings_outfield_error,fielding_experience0,fielding_experience1,fielding_experience2,fielding_experience3,fielding_experience4,fielding_experience5,fielding_experience6,fielding_experience7,fielding_experience8,fielding_experience9,fielding_rating_pos1,fielding_rating_pos2,fielding_rating_pos3,fielding_rating_pos4,fielding_rating_pos5,fielding_rating_pos6,fielding_rating_pos7,fielding_rating_pos8,fielding_rating_pos9
2998,0,0,1,12,1,82,45,1,12,6,1,25,19,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2999,0,0,1,12,8,96,17,36,18,7,1,56,48,0,200,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0
3000,0,0,1,12,1,125,51,4,48,1,1,49,56,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3001,0,0,2,0,15,81,84,1,80,120,122,53,87,0,0,200,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0
3002,0,0,1,12,7,39,17,31,29,70,2,75,13,0,0,0,200,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0
3003,0,0,3,0,30,27,19,29,57,4,1,34,80,0,0,0,200,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0
3004,0,0,4,0,111,69,135,37,40,4,1,88,91,0,0,0,0,161,0,181,0,0,0,0,0,0,84,0,61,0,0,0
3005,0,0,5,0,95,154,65,14,135,10,2,122,75,0,0,0,181,95,200,94,47,0,0,0,0,165,39,109,21,0,0,0
3006,0,0,4,0,93,198,156,67,167,11,1,160,105,0,0,0,0,198,200,144,0,0,0,0,0,0,128,161,63,0,0,0
3007,0,0,5,0,68,199,37,43,196,2,1,85,108,0,0,0,149,0,200,0,0,0,152,0,0,91,0,112,0,0,0,57
3008,0,0,6,0,37,86,110,9,67,4,1,124,66,0,0,0,0,0,70,200,0,0,0,0,0,0,0,8,1,0,0,0
3009,0,0,4,0,120,116,148,46,80,10,1,134,103,0,0,0,30,200,2,0,0,0,0,0,0,29,135,1,0,0,0,0
3010,0,0,9,0,10,36,6,53,89,10,1,22,106,0,0,0,0,0,0,0,200,0,200,0,0,0,0,0,0,53,0,36
3011,0,0,8,0,41,12,63,114,92,7,1,52,117,0,0,0,0,2,0,0,153,200,200,0,0,0,0,0,0,97,56,101
3012,0,0,9,0,37,69,6,101,130,10,1,25,86,0,0,0,0,0,0,0,71,0,198,0,0,0,0,0,0,41,0,99
3013,0,0,3,0,57,105,51,62,120,11,6,64,117,0,0,0,182,0,195,0,182,0,157,0,0,88,0,36,0,66,0,48
3014,0,0,7,0,41,94,29,78,158,4,1,52,134,0,0,0,0,0,101,0,84,36,173,0,0,0,0,7,0,43,0,84
3015,0,0,1,11,50,97,6,31,28,6,1,45,13,0,200,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0
3016,0,0,1,12,23,123,6,18,158,8,1,42,18,0,200,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0
3017,0,0,1,11,19,124,39,20,14,8,1,30,55,0,199,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0
3018,42,101,1,11,1,53,11,10,19,8,1,30,44,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3019,0,0,1,12,1,105,41,43,25,1,1,52,26,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3020,0,0,1,12,27,58,33,91,80,3,2,106,9,0,200,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0
3021,0,0,1,12,28,95,14,1,11,3,1,16,11,0,200,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0
3022,117,103,7,0,53,73,66,37,155,8,1,70,101,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,14,0,0
3023,0,0,1,11,26,59,6,6,31,8,1,26,16,0,200,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0
3024,0,0,1,12,9,43,21,30,69,3,1,39,13,0,200,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
3025,0,0,1,12,25,137,6,33,41,1,1,31,12,0,200,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0
3026,0,0,1,12,33,110,6,17,15,9,4,26,20,0,200,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0
3027,0,0,2,0,20,101,15,35,102,137,73,59,81,0,0,200,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0
3028,0,0,1,12,79,49,18,14,45,69,99,39,45,0,0,190,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0
3029,0,0,3,0,62,52,33,19,32,1,1,53,18,0,0,0,200,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0
3030,0,0,4,0,93,46,108,110,16,2,1,126,57,0,0,0,0,181,0,0,0,0,0,0,0,0,82,0,0,0,0,0
3031,0,0,5,0,132,119,86,60,105,26,20,102,116,0,0,0,0,0,200,182,0,0,0,0,0,0,0,101,74,0,0,0
3032,0,0,5,0,140,118,150,73,88,3,1,87,120,0,0,0,0,0,162,183,0,0,0,0,0,0,0,88,96,0,0,0
3033,0,0,4,0,150,86,107,86,73,6,1,154,111,0,0,0,0,175,38,199,77,55,72,0,0,0,132,20,118,34,0,23
3034,0,0,5,0,83,129,59,67,109,10,1,104,93,0,0,0,0,148,200,94,0,0,0,0,0,0,44,80,10,0,0,0
3035,0,0,5,0,99,141,69,16,119,6,1,127,92,0,0,0,0,0,140,0,0,0,0,0,0,0,0,73,0,0,0,0
3036,0,0,9,0,1,81,1,67,129,11,1,12,100,0,0,0,0,0,0,0,166,0,168,0,0,0,0,0,0,65,0,57
3037,0,0,7,0,66,97,66,95,114,6,4,62,121,0,0,0,0,0,125,156,102,190,136,0,0,0,0,23,0,56,24,63
3038,0,0,9,0,54,120,6,86,165,8,1,53,104,0,0,0,107,0,0,0,92,56,200,0,0,47,0,0,0,50,0,104
3039,0,0,9,0,9,96,6,84,139,2,1,19,80,0,0,0,111,0,0,0,200,76,200,0,0,14,0,0,0,97,0,86
3040,0,0,9,0,19,111,6,56,176,1,1,45,134,0,0,0,0,0,0,0,186,52,200,0,0,0,0,0,0,76,0,83
3041,0,0,1,12,36,126,45,52,32,9,1,4,26,0,200,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0
3042,0,0,1,11,33,61,6,11,113,7,6,33,12,0,200,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0
3043,0,0,1,11,40,139,13,1,22,9,1,11,15,0,200,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0
3044,0,0,1,12,1,121,3,1,28,6,1,77,48,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3045,0,0,1,11,1,73,11,20,10,3,1,39,67,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3046,0,0,1,11,33,139,6,56,59,6,1,32,23,0,200,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0
3047,0,0,1,11,1,72,6,1,10,2,1,50,45,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3048,0,0,1,12,54,114,19,1,29,6,1,23,95,0,200,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0
3049,0,0,1,12,21,103,12,5,40,4,1,1,12,0,200,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0
3050,0,0,1,12,11,96,12,6,19,10,1,44,10,0,200,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0
3051,0,0,1,11,10,102,6,1,18,2,1,35,24,0,200,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0
3052,0,0,1,11,11,50,6,31,17,9,1,38,7,0,200,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0
3053,0,0,2,0,72,64,111,54,43,82,138,127,128,0,0,73,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0
3054,0,0,2,0,1,74,1,12,59,116,89,56,18,0,0,200,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0
3055,0,0,3,0,77,36,7,9,26,7,1,44,62,0,0,0,200,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0
3056,0,0,4,0,157,64,125,132,53,6,1,131,143,0,0,0,0,163,0,193,46,196,0,0,0,0,126,0,119,33,86,0
3057,0,0,3,0,88,157,92,1,146,2,1,85,111,0,0,0,167,0,200,41,0,0,0,0,0,119,0,100,7,0,0,0
3058,0,0,5,0,116,165,100,55,146,1,1,98,96,0,0,0,0,141,200,193,0,0,0,0,0,0,75,125,69,0,0,0
3059,0,0,4,0,127,52,142,131,36,9,1,91,91,0,0,0,131,187,0,0,200,0,0,0,0,107,113,0,0,130,0,0
3060,0,0,4,0,135,91,165,39,62,10,1,194,101,0,0,0,0,199,108,194,47,0,0,0,0,0,172,65,130,7,0,0
3061,0,0,5,0,146,195,186,132,186,6,1,92,98,0,0,0,0,0,200,189,0,51,0,0,0,0,0,170,123,0,23,0
3062,0,0,7,0,13,55,7,80,112,9,1,16,174,0,0,0,0,0,0,0,191,0,163,0,0,0,0,0,0,96,0,69
3063,0,0,8,0,42,69,45,161,128,3,1,35,140,0,0,0,0,0,0,0,200,200,164,0,0,0,0,0,0,194,142,138
3064,0,0,9,0,15,156,11,71,178,2,1,34,95,0,0,0,177,0,0,0,102,22,199,0,0,34,0,0,0,48,0,92
3065,0,0,8,0,27,114,6,86,131,1,1,43,126,0,0,0,116,0,0,0,134,148,200,0,0,38,0,0,0,70,0,92
3066,0,0,9,0,42,122,50,135,166,7,1,43,163,0,0,0,0,0,100,0,0,199,200,0,0,0,0,17,0,0,103,163
3067,0,0,1,11,38,35,6,60,54,1,1,15,37,0,200,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0
3068,0,0,1,11,27,97,53,12,34,9,8,20,38,0,200,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0
3069,0,0,1,12,23,121,6,1,45,6,1,29,11,0,200,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0
3070,0,0,1,12,33,76,30,10,31,1,1,16,33,0,200,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0
3071,0,0,1,12,5,117,22,124,116,11,1,75,59,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3072,0,0,1,11,1,111,4,14,33,8,1,23,10,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3073,0,0,1,12,2,66,4,8,25,4,1,33,10,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3074,0,0,9,0,13,71,6,94,150,7,1,24,78,0,0,0,42,0,0,0,166,151,200,0,0,6,0,0,0,92,15,101
3075,0,0,1,12,17,135,6,1,22,1,1,90,13,0,200,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0
3076,0,0,1,12,29,63,6,19,84,9,4,51,34,0,200,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0
3077,0,0,1,12,34,96,10,12,103,7,1,34,4,0,200,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0
3078,0,0,1,12,9,110,13,29,20,2,1,28,13,0,200,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0
3079,0,0,2,0,80,38,10,1,31,90,122,47,31,0,0,200,42,0,0,0,0,0,0,0,103,23,0,0,0,0,0,0
3080,0,0,2,0,4,57,10,9,69,125,126,44,28,0,0,156,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0
3081,0,0,3,0,37,57,58,36,39,3,1,38,55,0,0,0,200,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0
3082,0,0,4,0,148,25,111,9,1,9,1,130,72,0,0,0,0,200,0,0,0,0,0,0,0,0,139,0,0,0,0,0
3083,45,101,4,0,107,57,151,1,10,8,1,89,51,0,0,0,0,200,0,72,0,0,0,0,0,0,106,0,24,0,0,0
3084,0,0,6,0,15,109,105,25,113,2,1,78,93,0,0,0,0,168,200,93,0,58,140,0,0,0,0,1,0,0,0,0
3085,0,0,4,0,89,71,105,59,37,6,1,87,105,0,0,0,0,200,0,33,0,0,0,0,0,0,75,0,6,0,0,0
3086,0,0,4,0,38,81,161,28,56,1,1,141,84,0,0,0,0,149,118,38,0,0,96,0,0,0,39,22,0,0,0,0
3087,0,0,4,0,106,129,100,69,124,3,1,181,94,0,0,0,0,190,163,162,0,0,0,0,0,0,116,97,68,0,0,0
3088,0,0,7,0,72,88,55,54,127,2,1,67,129,0,0,0,0,0,162,0,198,0,118,0,0,0,0,28,0,66,0,34
3089,0,0,8,0,89,51,67,167,129,2,1,51,134,0,0,0,146,0,0,41,177,200,183,0,0,71,0,0,1,178,151,160
3090,0,0,9,0,1,105,13,69,152,8,1,29,124,0,0,0,69,0,0,0,23,22,200,0,0,9,0,0,0,10,0,84
3091,0,0,7,0,111,11,6,68,86,10,1,107,112,0,0,0,0,0,0,0,128,59,194,0,0,0,0,0,0,45,0,50
3092,0,0,7,0,2,80,6,56,125,10,1,36,95,0,0,0,36,0,0,0,153,95,178,0,0,5,0,0,0,48,0,48
3093,0,0,1,11,35,98,6,17,45,9,8,4,25,0,200,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0
3094,0,0,1,12,31,101,9,22,36,4,1,24,33,0,200,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0
3095,0,0,1,12,45,140,44,18,27,6,1,49,20,0,200,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0
3096,0,0,1,12,1,117,12,39,14,7,1,11,24,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3097,0,0,1,11,27,83,6,1,39,4,1,36,21,0,200,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0
3098,0,0,4,0,91,84,123,56,37,4,1,121,107,0,0,0,0,200,0,199,0,0,0,0,0,0,95,0,54,0,0,0
3099,0,0,1,12,29,115,40,53,19,6,1,73,59,0,200,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0
3100,0,0,3,0,27,108,8,1,42,10,1,12,33,0,180,0,103,0,0,0,0,0,0,56,0,15,0,0,0,0,0,0
3101,0,0,8,0,9,141,17,115,50,1,1,33,49,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,29,0
3102,0,0,1,12,34,125,6,39,70,2,4,30,45,0,200,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0
3103,0,0,1,12,13,50,39,18,21,2,1,13,73,0,200,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
3104,0,0,1,12,36,105,64,66,19,10,1,36,18,0,200,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0
3105,0,0,2,0,56,43,37,75,56,77,114,54,9,0,0,200,58,0,0,0,0,0,0,0,87,25,0,0,0,0,0,0
3106,0,0,2,0,12,42,18,63,48,91,161,32,50,0,0,199,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0
3107,0,0,3,0,2,35,15,100,39,1,1,80,19,0,0,0,165,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0
3108,0,0,3,0,74,78,116,63,40,11,1,102,91,0,0,0,197,124,0,94,0,0,0,0,0,135,44,0,0,0,0,0
3109,0,0,5,0,93,160,25,10,124,29,13,136,76,0,0,0,0,0,200,0,0,0,0,0,0,0,0,111,0,0,0,0
3110,0,0,4,0,100,90,183,34,93,6,1,123,93,0,0,0,0,157,190,180,0,0,0,0,0,0,98,79,75,0,0,0
3111,0,0,5,0,64,107,82,28,54,3,1,90,95,0,0,0,0,170,103,0,0,0,0,0,0,0,41,28,0,0,0,0
3112,0,0,4,0,113,96,177,101,82,1,1,146,143,0,0,0,0,152,70,149,0,0,155,0,0,0,108,35,76,0,0,68
3113,0,0,6,0,100,139,186,1,122,8,1,128,116,0,0,0,61,0,0,200,0,0,0,0,0,53,0,0,90,0,0,0
3114,0,0,3,0,41,141,9,27,141,8,1,62,111,0,0,0,200,0,0,0,52,0,85,0,0,80,0,0,0,0,0,0
3115,0,0,9,0,118,165,6,109,213,3,1,71,104,0,0,0,0,0,0,0,135,185,200,0,0,0,0,0,0,100,50,148
3116,0,0,9,0,24,132,6,47,176,6,1,41,115,0,0,0,0,0,0,0,74,0,200,0,0,0,0,0,0,25,0,71
3117,0,0,9,0,16,114,6,48,163,1,1,47,118,0,0,0,0,0,0,0,169,122,200,0,0,0,0,0,0,56,0,66
3118,0,0,7,0,6,42,18,87,129,8,1,18,108,0,0,0,0,0,0,0,200,0,199,0,0,0,0,0,0,103,0,89
3119,0,0,1,12,31,78,6,39,16,11,1,24,78,0,200,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0
3120,0,0,1,12,14,61,54,1,55,10,1,47,13,0,200,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0
3121,0,0,1,11,46,97,8,10,19,6,1,22,49,0,200,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0
3122,0,0,1,11,10,106,49,3,12,7,1,9,18,0,200,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0
3123,0,0,1,12,30,112,8,112,65,9,5,44,99,0,200,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0
3124,0,0,1,12,1,122,22,1,15,6,1,15,37,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3125,0,0,1,12,30,123,4,1,41,7,1,24,1,0,200,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0
3126,0,0,1,12,2,103,15,22,28,9,2,25,14,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3127,0,0,1,12,17,93,33,19,41,9,1,34,31,0,200,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0
3128,0,0,1,12,33,95,16,1,21,2,1,60,26,0,200,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
3129,0,0,1,11,45,93,6,34,43,2,3,28,34,0,200,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0
3130,0,0,1,11,4,113,51,117,60,9,1,15,64,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3131,0,0,2,0,40,13,31,28,17,42,96,44,55,0,0,200,173,0,0,0,0,0,0,0,45,51,0,0,0,0,0,0
3132,0,0,2,0,32,20,1,25,14,63,112,19,33,0,0,170,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0
3133,0,0,3,0,32,43,11,21,34,2,1,83,44,0,0,0,200,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0
3134,0,0,4,0,114,95,131,52,53,8,1,183,89,0,0,0,0,200,29,0,0,0,0,0,0,0,139,15,0,0,0,0
3135,0,0,5,0,39,176,47,42,144,6,1,103,94,0,0,0,0,0,174,0,0,0,0,0,0,0,0,72,0,0,0,0
3136,0,0,6,0,95,129,167,26,89,9,1,158,105,0,0,0,0,9,0,200,0,0,0,0,0,0,6,0,87,0,0,0
3137,0,0,4,0,134,161,119,75,161,4,1,138,83,0,0,0,0,175,0,192,0,0,89,0,0,0,123,0,104,0,0,39
3138,0,0,5,0,72,177,64,11,153,8,1,79,111,0,0,0,199,6,196,108,0,0,0,0,0,145,1,98,0,0,0,0
3139,0,0,4,0,129,137,144,68,124,9,1,113,115,0,0,0,0,159,151,194,0,0,0,0,0,0,108,93,98,0,0,0
3140,0,0,9,0,1,89,1,71,166,9,1,9,142,0,0,0,0,0,0,0,200,0,146,0,0,0,0,0,0,98,0,69
3141,0,0,4,0,135,168,181,134,186,11,1,173,180,0,0,0,82,180,139,0,92,173,69,0,0,74,159,118,0,84,91,60
3142,0,0,3,0,56,86,8,59,127,9,1,66,113,0,0,0,39,0,0,0,74,66,151,0,0,21,0,0,0,26,0,46
3143,0,0,7,0,34,102,10,72,123,6,4,18,65,0,0,0,130,0,0,0,191,0,130,0,0,34,0,0,0,73,0,42
3144,0,0,8,0,102,99,90,155,142,6,4,77,104,0,0,0,0,0,30,34,151,200,164,0,0,0,0,10,7,140,128,134
3145,0,0,1,12,1,132,17,1,37,3,1,70,106,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3146,0,0,1,11,84,77,10,39,49,11,9,29,47,0,200,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0
3147,0,0,1,12,26,105,17,16,33,7,1,17,29,0,200,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0
3148,0,0,1,12,1,44,52,3,13,1,1,23,16,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3149,0,0,1,12,22,99,18,68,20,11,1,40,32,0,200,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0
3150,0,0,1,12,1,126,18,1,17,3,1,104,35,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3151,0,0,1,11,1,114,6,5,135,4,1,42,12,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3152,0,0,1,12,1,139,91,2,67,10,1,25,13,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3153,0,0,1,12,15,99,6,38,10,9,1,33,99,0,200,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0
3154,0,0,1,12,14,65,6,51,110,1,1,14,25,0,200,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0
3155,0,0,1,12,1,70,25,1,50,2,1,4,11,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3156,0,0,1,12,23,80,16,4,85,2,6,29,62,0,200,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0
3157,0,0,2,0,10,57,11,1,54,78,159,49,59,0,0,200,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0
3158,0,0,2,0,18,89,24,1,96,121,120,27,23,0,0,200,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0
3159,0,0,3,0,86,96,14,1,12,4,1,82,22,0,0,0,200,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0
3160,0,0,4,0,126,67,157,95,33,1,1,105,90,0,0,0,187,176,0,189,136,0,0,0,0,170,115,0,89,59,0,0
3161,0,0,5,0,120,148,63,22,103,1,1,103,116,0,0,0,0,0,52,0,0,0,0,0,0,0,0,29,0,0,0,0
3162,0,0,4,0,121,160,150,99,131,10,1,124,111,0,0,0,0,200,200,189,85,121,0,0,0,0,136,138,95,50,19,0
3163,0,0,6,0,66,110,220,1,67,11,1,216,60,0,0,0,0,0,170,199,0,0,0,0,0,0,0,95,0,0,0,0
3164,0,0,5,0,112,185,56,68,181,10,1,131,93,0,0,0,0,0,200,0,0,0,0,0,0,0,0,141,0,0,0,0
3165,0,0,5,0,133,176,114,1,168,7,1,73,100,0,0,0,0,38,200,187,0,0,0,0,0,0,22,136,81,0,0,0
3166,0,0,7,0,1,105,11,74,171,6,1,17,101,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,21,0,0
3167,0,0,8,0,74,88,6,129,110,1,1,46,129,0,0,0,0,0,0,0,144,200,45,0,0,0,0,0,0,109,84,28
3168,0,0,9,0,1,84,1,39,132,1,1,1,96,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,13
3169,0,0,1,12,1,80,8,21,37,1,1,57,21,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3170,0,0,7,0,39,87,44,138,118,6,1,30,122,0,0,0,126,0,28,0,93,195,195,0,0,37,0,0,0,75,97,135
3171,0,0,1,12,1,82,6,1,21,2,1,41,12,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3172,0,0,1,11,26,118,6,30,65,9,1,23,11,0,200,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0
3173,0,0,1,11,15,78,6,14,11,7,1,19,16,0,200,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0
3174,0,0,1,12,47,112,56,156,93,2,4,52,137,0,0,0,0,0,0,0,142,194,0,0,0,0,0,0,0,128,127,0
3175,0,0,1,12,1,97,15,54,38,3,1,68,53,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3176,0,0,1,12,9,115,2,17,21,11,1,48,18,0,200,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0
3177,0,0,1,12,23,84,60,19,15,4,1,41,23,0,200,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0
3178,0,0,1,12,7,82,6,14,8,1,1,46,15,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3179,0,0,9,0,28,145,55,107,143,4,1,85,95,0,68,0,0,0,137,0,0,0,200,42,0,0,0,0,0,0,0,114
3180,0,0,1,12,22,88,48,19,197,6,2,36,10,0,200,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0
3181,0,0,1,12,26,114,16,18,19,9,1,38,20,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
3182,0,0,1,12,16,116,18,1,40,11,1,12,37,0,200,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0
3183,0,0,2,0,20,108,6,1,127,148,120,39,55,0,0,200,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0
3184,0,0,2,0,52,33,12,48,22,99,82,57,62,0,0,200,107,0,0,0,0,0,0,0,79,41,0,0,0,0,0,0
3185,0,0,3,0,12,28,50,13,52,11,1,97,51,0,0,0,200,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0
3186,0,0,3,0,25,49,111,1,19,2,1,76,115,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3187,0,0,5,0,92,140,42,74,122,14,9,142,133,0,0,0,142,0,187,0,27,49,0,0,0,111,0,94,0,12,0,0
3188,0,0,4,0,89,77,152,94,54,3,1,129,107,0,0,0,0,156,8,180,0,0,0,0,0,0,82,0,57,0,0,0
3189,0,0,5,0,102,155,82,14,116,3,1,82,75,0,0,0,0,184,200,91,0,0,0,0,0,0,75,104,21,0,0,0
3190,0,0,4,0,147,132,131,48,120,10,1,135,114,0,0,0,0,191,0,189,0,0,0,0,0,0,147,0,115,0,0,0
3191,0,0,5,0,90,193,48,15,172,1,1,117,74,0,0,0,0,10,200,0,0,0,0,0,0,0,2,130,0,0,0,0
3192,0,0,7,0,1,73,11,71,115,9,1,11,72,0,0,0,0,0,0,0,200,72,94,0,0,0,0,0,0,75,0,29
3193,0,0,9,0,115,105,6,119,157,1,1,131,96,0,0,0,0,0,0,0,132,192,157,0,0,0,0,0,0,96,63,104
3194,0,0,7,0,70,73,6,113,122,6,1,68,112,0,0,0,168,0,0,0,200,97,199,0,0,97,0,0,0,132,27,113
3195,0,0,7,0,107,60,98,66,84,10,1,80,91,0,0,0,0,0,74,183,200,177,114,0,0,0,0,0,44,65,0,26
3196,0,0,7,0,72,97,6,129,160,9,1,63,112,0,0,0,0,0,0,0,22,199,132,0,0,0,0,0,0,18,85,97
3197,0,0,1,12,10,101,6,5,22,2,1,12,56,0,200,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0
3198,0,0,1,12,1,128,15,1,8,9,1,30,55,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3199,0,0,1,12,20,72,13,61,37,1,1,15,19,0,200,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0
3200,0,0,1,11,16,99,6,28,60,11,1,44,47,0,200,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0
3201,0,0,1,11,29,70,1,1,59,3,1,32,43,0,200,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0
