park_id,dimensions_x,dimensions_y,batter_left_x,batter_left_y,batter_right_x,batter_right_y,bases_x0,bases_x1,bases_x2,bases_y0,bases_y1,bases_y2,positions_x0,positions_x1,positions_x2,positions_x3,positions_x4,positions_x5,positions_x6,positions_x7,positions_x8,positions_x9,positions_y0,positions_y1,positions_y2,positions_y3,positions_y4,positions_y5,positions_y6,positions_y7,positions_y8,positions_y9,avg,avg_l,avg_r,d,t,hr,hr_r,hr_l,temperature0,temperature1,temperature2,temperature3,temperature4,temperature5,temperature6,temperature7,temperature8,temperature9,temperature10,temperature11,rain0,rain1,rain2,rain3,rain4,rain5,rain6,rain7,rain8,rain9,rain10,rain11,wind,wind_direction,distances0,distances1,distances2,distances3,distances4,distances5,distances6,wall_heights0,wall_heights1,wall_heights2,wall_heights3,wall_heights4,wall_heights5,wall_heights6,name,picture,picture_night,nation_id,capacity,type,foul_ground,turf,gender,relative_path_3d_model,file_name_3d_model,home_team_dugout_is_at_first_base
56,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9922,1.0800,0.9450,1.0380,0.9600,1.0057,0.9550,1.1000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,4,343,370,409,431,383,350,323,18,18,14,10,10,10,10,"Aggies Ballpark","default_grass.jpg","default_grass.jpg",0,15900,0,0,0,0,"","",1
57,0,0,356,350,158,348,443,235,84,303,235,296,0,263,258,433,343,48,144,54,252,440,0,306,407,264,205,256,196,142,119,150,1.0095,0.9900,1.0200,0.9900,0.8900,0.8940,0.8800,0.9200,28,31,40,50,60,68,73,71,64,53,42,33,5,5,5,5,4,4,4,3,3,3,4,5,9,1,325,370,410,399,375,345,320,8,8,8,8,8,8,8,"PNC Park","pnc_park_d.webp","pnc_park_n.webp",0,38496,0,0,0,0,"./pnc_park/","pnc_park.pod",0
58,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9535,0.9600,0.9500,1.1000,1.1800,0.8530,0.8600,0.8400,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,1,345,391,444,447,437,381,340,9,9,9,9,9,9,9,"Green Jackets Ballpark","default_grass.jpg","default_grass.jpg",0,19300,0,0,0,0,"","",1
59,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0450,1.0450,1.0450,1.0540,1.1400,0.9755,0.9650,0.9950,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,6,340,368,412,436,410,364,332,9,9,9,9,9,9,9,"Pennington Grounds","default_grass.jpg","default_grass.jpg",0,15800,0,0,0,0,"","",1
60,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9800,0.9150,1.0150,1.0740,1.1300,0.9435,0.9750,0.8850,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,2,328,365,415,430,418,377,336,10,10,10,10,14,18,18,"Ironmen Ballpark","default_grass.jpg","default_grass.jpg",0,15700,0,0,0,0,"","",1
61,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0410,1.1450,0.9850,0.9120,0.8900,1.0580,0.9950,1.1750,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,8,333,363,394,419,370,337,316,17,17,13,9,8,6,6,"Blue Sox Stadium","default_grass.jpg","default_grass.jpg",0,13800,0,0,0,0,"","",1
62,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9465,0.8750,0.9850,0.8820,0.8700,1.0000,1.0350,0.9350,28,31,40,50,60,68,73,71,64,53,42,33,5,5,5,5,4,4,4,3,3,3,4,5,9,6,311,348,378,424,392,361,322,6,6,9,9,9,17,17,"Mules Ballpark","default_grass.jpg","default_grass.jpg",0,17000,0,0,0,0,"","",1
63,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0005,0.8900,1.0600,0.9780,1.0300,1.0210,1.0700,0.9300,13,20,32,47,59,68,73,71,61,49,33,19,3,3,3,3,4,4,4,3,3,3,3,3,11,5,321,350,391,425,402,369,323,6,6,9,9,9,17,17,"Tsunami Ballpark","default_grass.jpg","default_grass.jpg",0,15400,0,0,0,0,"","",1
64,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0242,1.1250,0.9700,1.2340,1.3400,0.9777,0.9200,1.0850,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,7,341,374,427,433,402,360,328,15,15,7,7,7,7,7,"St. Petersburg Grounds","default_turf.jpg","default_turf.jpg",0,17000,0,0,1,0,"","",1
65,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0060,0.9800,1.0200,0.9880,0.9600,0.9940,0.9800,1.0200,38,42,50,58,66,74,78,77,71,59,49,41,4,4,4,4,3,4,3,3,3,3,3,3,7,1,330,357,402,428,400,357,327,6,6,6,6,6,6,6,"Timberwolves Ballpark","default_grass.jpg","default_grass.jpg",0,17000,0,0,0,0,"","",1
66,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9770,1.0550,0.9350,1.0140,1.1100,0.9135,0.8750,0.9850,30,37,44,51,59,67,75,74,64,53,40,31,4,3,3,3,3,3,2,1,2,2,3,3,9,7,351,381,431,436,411,356,328,18,18,14,10,10,10,10,"Red Dragons Ballpark","default_grass.jpg","default_grass.jpg",0,13700,0,0,0,0,"","",1
67,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0120,1.0250,1.0050,1.0540,1.0800,0.9655,0.9550,0.9850,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,7,333,372,412,435,411,369,331,9,9,9,9,9,9,9,"Beacons Ballpark","default_grass.jpg","default_grass.jpg",0,12300,0,0,0,0,"","",1
68,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9765,1.0350,0.9450,1.0440,1.0900,0.9395,0.9150,0.9850,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,2,346,381,427,433,412,363,330,20,20,12,12,12,12,12,"Worthington Grounds","default_grass.jpg","default_grass.jpg",0,17100,0,0,0,0,"","",1
69,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0280,1.0150,1.0350,0.9620,0.9300,1.0820,1.0750,1.0950,30,35,46,57,67,76,80,78,70,58,45,34,3,3,4,4,3,3,3,3,3,3,3,3,10,3,320,348,380,419,378,345,321,10,10,10,10,10,10,10,"Ballpark of St. Louis","default_grass.jpg","default_grass.jpg",0,15400,0,0,0,0,"","",1
70,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9107,0.9400,0.8950,0.9780,1.0300,0.9143,0.8950,0.9500,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,4,342,382,416,431,397,356,322,17,17,13,9,8,6,6,"Threshers Ballpark","default_grass.jpg","default_grass.jpg",0,15400,0,0,0,0,"","",1
71,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0350,1.0350,1.0350,0.9120,0.8600,1.0845,1.0950,1.0650,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,7,327,350,377,417,371,347,321,10,10,10,10,10,10,10,"Ballpark of East Lansdowne","default_grass.jpg","default_grass.jpg",0,17000,0,0,0,0,"","",1
72,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0720,1.0850,1.0650,1.0240,1.1400,1.0450,1.0450,1.0450,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,3,336,370,411,429,402,367,330,9,9,9,9,9,9,9,"Vulcans Ballpark","default_grass.jpg","default_grass.jpg",0,17100,0,0,0,0,"","",1
73,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0050,1.0050,1.0050,0.9620,0.8500,1.0685,1.0650,1.0750,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,5,325,350,379,422,372,344,317,9,9,9,9,9,9,9,"Ballpark of Ft. Wayne","default_grass.jpg","default_grass.jpg",0,15500,0,0,0,0,"","",1
74,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0215,1.0150,1.0250,0.8820,0.8800,1.0620,1.0550,1.0750,44,49,57,65,73,81,85,84,78,67,55,47,3,3,3,3,3,3,3,2,3,2,3,2,11,7,328,353,381,414,372,345,314,9,9,9,15,9,9,9,"Ballpark of Arlington","default_grass.jpg","default_grass.jpg",0,17000,0,0,0,0,"","",1
75,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9935,1.0000,0.9900,0.9780,0.9500,1.0065,1.0100,1.0000,30,36,46,55,65,76,81,80,71,59,44,34,2,2,3,3,3,3,3,3,3,2,2,2,12,2,328,358,402,431,392,354,324,9,9,9,9,9,9,9,"Ballpark of Wichita","default_grass.jpg","default_grass.jpg",0,15500,0,0,0,0,"","",1
76,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9935,1.0000,0.9900,0.9980,0.9600,0.9735,0.9700,0.9800,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,2,335,363,403,429,399,352,326,12,12,12,17,12,12,12,"Archers Ballpark","default_grass.jpg","default_grass.jpg",0,15500,0,0,0,0,"","",1
77,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9905,1.0100,0.9800,1.0180,1.0400,1.0035,1.0000,1.0100,24,26,34,45,56,65,70,68,60,50,40,29,4,4,4,4,4,4,3,3,3,3,4,4,10,2,326,363,402,425,397,359,330,10,10,10,10,10,10,10,"Ballpark of Worcester","default_grass.jpg","default_grass.jpg",0,17100,0,0,0,0,"","",1
78,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9935,1.0000,0.9900,0.9480,0.9800,1.0060,1.0200,0.9800,27,33,40,47,54,62,69,69,59,47,35,27,5,4,4,3,3,3,3,2,2,3,4,5,9,1,329,361,403,424,396,353,323,9,9,9,9,9,9,9,"Lobos Ballpark","default_grass.jpg","default_grass.jpg",0,13900,0,0,0,0,"","",1
79,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0660,1.0400,1.0800,1.1880,1.2700,1.0165,1.0200,1.0100,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,3,329,363,399,421,389,351,324,10,10,10,15,10,10,10,"Bullets Ballpark","default_turf.jpg","default_turf.jpg",0,15500,0,0,1,0,"","",1
80,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0930,1.0800,1.1000,0.9680,0.9600,1.0800,1.0800,1.0800,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,3,332,353,387,424,388,355,325,10,10,10,10,10,10,10,"Night Hawks Ballpark","default_grass.jpg","default_grass.jpg",0,12200,0,0,0,0,"","",1
81,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9072,0.9300,0.8950,0.9980,0.9700,0.8872,0.8750,0.9100,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,5,339,374,423,428,400,351,329,15,15,7,13,7,7,7,"Silver Wolves Stadium","default_grass.jpg","default_grass.jpg",0,12100,0,0,0,0,"","",1
82,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0250,1.0250,1.0250,0.8920,0.9300,1.0885,1.0850,1.0950,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,5,326,350,385,422,371,340,321,7,7,7,7,7,7,7,"Lumber Kings Ballpark","default_grass.jpg","default_grass.jpg",0,15300,0,0,0,0,"","",1
83,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9860,0.8950,1.0350,1.0840,1.1000,0.9400,0.9750,0.8750,29,31,39,49,59,68,73,72,64,53,44,34,3,3,4,4,4,4,3,3,3,3,4,4,10,3,333,370,412,438,427,374,337,7,7,7,7,11,15,15,"Ballpark of Providence","default_grass.jpg","default_grass.jpg",0,15300,0,0,0,0,"","",1
84,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0085,1.0150,1.0050,0.9320,0.8600,1.0620,1.0550,1.0750,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,1,326,349,379,423,377,345,315,7,7,7,7,7,7,7,"Gold Sox Ballpark","default_grass.jpg","default_grass.jpg",0,16900,0,0,0,0,"","",1
85,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9810,0.9550,0.9950,0.8920,0.8800,1.0450,1.0450,1.0450,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,5,320,353,388,422,378,350,315,9,9,9,9,9,9,9,"Ballpark of Hialeah","default_grass.jpg","default_grass.jpg",0,13800,0,0,0,0,"","",1
86,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0085,1.0150,1.0050,0.9520,0.8900,1.0685,1.0650,1.0750,46,51,55,60,67,73,77,77,73,65,53,45,3,3,3,2,1,0,0,0,0,1,3,3,8,4,327,345,379,420,374,344,322,7,7,7,7,7,7,7,"Inferno Ballpark","default_grass.jpg","default_grass.jpg",0,15300,0,0,0,0,"","",1
87,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0445,0.8950,1.1250,0.8820,0.8900,1.0780,1.1550,0.9350,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,5,322,339,371,423,380,359,321,10,10,10,10,14,18,18,"Oxnard Grounds","default_grass.jpg","default_grass.jpg",0,16900,0,0,0,0,"","",1
88,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9595,0.9400,0.9700,1.1200,1.1500,0.8430,0.8500,0.8300,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,2,338,374,436,442,444,394,338,7,7,7,7,7,15,15,"Bengals Ballpark","default_grass.jpg","default_grass.jpg",0,13800,0,0,0,0,"","",1
89,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0150,1.0150,1.0150,1.0340,1.0500,0.9680,0.9750,0.9550,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,2,335,372,420,435,409,366,334,7,7,7,7,7,7,7,"Glendale Grounds","default_grass.jpg","default_grass.jpg",0,13700,0,0,0,0,"","",1
90,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9440,0.9700,0.9300,1.0080,0.9800,0.9600,0.9600,0.9600,38,43,51,60,69,77,80,78,71,61,48,40,2,2,2,2,3,3,3,3,3,2,2,2,12,2,333,360,410,434,399,364,329,7,7,7,7,7,7,7,"Millionaires Ballpark","default_grass.jpg","default_grass.jpg",0,15400,0,0,0,0,"","",1
91,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0255,1.0450,1.0150,0.8820,0.8500,1.0585,1.0550,1.0650,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,7,322,347,379,421,373,339,316,10,10,10,10,10,10,10,"Anglers Ballpark","default_grass.jpg","default_grass.jpg",0,11900,0,0,0,0,"","",1
92,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0542,1.2200,0.9650,0.8260,0.8200,1.1542,1.0650,1.3200,40,43,51,59,67,75,79,77,71,60,51,43,3,3,3,3,3,3,3,4,3,3,3,3,8,8,327,345,366,411,347,317,310,15,15,7,7,7,7,7,"Ballpark of Raleigh","default_grass.jpg","default_grass.jpg",0,14600,0,0,0,0,"","",1
93,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0100,1.0100,1.0100,0.9480,0.9900,0.9600,0.9600,0.9600,48,53,57,63,70,78,83,82,77,67,55,47,2,3,3,2,1,0,0,0,0,1,2,2,6,2,330,363,405,423,391,358,329,9,9,9,13,9,9,9,"Lone Stars Ballpark","default_grass.jpg","default_grass.jpg",0,13100,0,0,0,0,"","",1
94,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0080,1.1250,0.9450,0.9220,0.9000,1.0945,1.0350,1.2050,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,8,332,357,385,414,364,328,322,17,17,13,9,9,6,6,"Baker Grounds","default_grass.jpg","default_grass.jpg",0,13200,0,0,0,0,"","",1
95,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0092,1.1100,0.9550,0.9880,1.0000,0.9887,0.9450,1.0700,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,2,342,369,405,429,386,347,325,17,17,9,9,9,6,6,"Green Jackets Ballpark","default_grass.jpg","default_grass.jpg",0,10500,0,0,0,0,"","",1
96,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9900,0.9900,0.9900,0.9580,0.9700,1.0095,1.0200,0.9900,60,63,69,74,79,83,84,84,81,75,68,61,3,3,2,2,2,3,2,2,3,3,3,3,11,4,329,361,396,426,394,357,322,9,9,9,9,9,9,9,"Ballpark of Brownsville","default_grass.jpg","default_grass.jpg",0,11900,0,0,0,0,"","",1
97,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9950,0.9950,0.9950,1.0240,1.0800,0.9115,0.9150,0.9050,47,51,58,64,72,79,82,81,76,65,56,49,3,3,3,3,3,4,4,5,3,2,3,3,7,6,341,371,420,439,414,371,337,9,9,9,9,9,9,9,"Montgomery Grounds","default_grass.jpg","default_grass.jpg",0,11800,0,0,0,0,"","",1
98,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0130,1.0000,1.0200,1.0380,1.0200,0.9865,0.9900,0.9800,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,1,328,360,398,431,392,360,330,9,9,9,9,9,9,9,"Silver Wolves Ballpark","default_grass.jpg","default_grass.jpg",0,11700,0,0,0,0,"","",1
99,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9935,1.0000,0.9900,1.0080,1.0200,1.0165,1.0200,1.0100,31,34,42,52,63,72,77,76,68,56,46,36,3,3,4,4,4,3,3,3,3,3,3,3,10,8,335,364,402,423,400,355,326,7,7,7,7,7,7,7,"Ballpark of Newark","default_grass.jpg","default_grass.jpg",0,11700,0,0,0,0,"","",1
100,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0220,1.0350,1.0150,1.0740,1.0800,0.9585,0.9550,0.9650,46,51,59,65,73,80,83,83,77,67,56,48,3,3,3,3,3,3,3,3,3,3,3,3,8,7,339,373,418,433,411,368,330,12,12,12,12,12,12,12,"Lobos Ballpark","default_grass.jpg","default_grass.jpg",0,13100,0,0,0,0,"","",1
101,0,0,352,354,150,349,443,225,67,309,239,292,0,245,266,420,333,46,151,51,240,434,0,298,411,268,210,256,200,147,114,168,0.9965,0.9900,1.0000,0.9800,0.9200,1.1330,1.1400,1.1200,30,34,44,54,64,72,76,75,67,56,45,35,4,4,4,4,4,4,3,3,3,3,4,4,9,2,328,355,379,404,370,350,325,8,8,8,8,8,8,8,"Great American Ball Park","great_american_ball_park_d.webp","great_american_ball_park_n.webp",0,42059,0,0,0,0,"./great_american_ball_park/","great_american_ball_park.pod",1
102,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9455,1.0300,0.9000,1.1280,1.2200,0.9520,0.9100,1.0300,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,3,339,368,407,426,396,355,328,18,18,10,10,10,10,10,"Seagulls Ballpark","default_turf.jpg","default_turf.jpg",0,14500,0,0,1,0,"","",1
103,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9615,0.8900,1.0000,1.1580,1.2200,0.9750,1.0100,0.9100,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,2,321,354,398,427,408,372,330,6,6,9,9,13,17,17,"Silver Stars Stadium","default_turf.jpg","default_turf.jpg",0,14400,0,0,1,0,"","",1
104,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0075,0.9100,1.0600,1.0380,1.0300,1.0075,1.0600,0.9100,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,3,324,350,398,429,403,365,321,10,10,10,10,10,18,18,"Ballpark of Anaheim","default_grass.jpg","default_grass.jpg",0,11900,0,0,0,0,"","",1
105,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0200,1.0200,1.0200,1.0380,0.9800,0.9860,1.0000,0.9600,50,54,60,67,74,80,82,81,78,68,59,52,3,3,3,3,3,4,3,4,3,2,3,3,8,1,333,363,405,426,399,354,329,9,9,9,14,9,9,9,"Ballpark of Baton Rouge","default_grass.jpg","default_grass.jpg",0,14600,0,0,0,0,"","",1
106,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9915,0.9850,0.9950,1.0340,1.0500,0.9350,0.9350,0.9350,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,4,340,372,423,435,418,366,328,9,9,9,9,9,9,9,"Ballpark of Arlington Heights","default_grass.jpg","default_grass.jpg",0,13100,0,0,0,0,"","",1
107,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0595,1.0400,1.0700,0.9060,0.7500,1.1400,1.1400,1.1400,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,2,320,338,361,410,359,329,315,9,9,9,9,9,9,9,"Wolfhounds Ballpark","default_grass.jpg","default_grass.jpg",0,13100,0,0,0,0,"","",1
108,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9820,0.9950,0.9750,1.0840,1.1400,0.9050,0.9050,0.9050,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,8,333,379,418,439,414,368,329,7,7,7,7,7,7,7,"Ballpark of Fayette","default_grass.jpg","default_grass.jpg",0,13200,0,0,0,0,"","",1
109,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0200,1.0200,1.0200,0.9480,1.0300,0.9900,0.9900,0.9900,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,2,330,363,397,431,398,356,327,9,9,9,9,9,9,9,"Hammerheads Stadium","default_grass.jpg","default_grass.jpg",0,13200,0,0,0,0,"","",1
110,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9915,0.9850,0.9950,1.1640,1.3700,0.9450,0.9450,0.9450,44,49,57,65,73,81,85,84,78,67,55,47,3,3,3,3,3,3,3,2,3,2,3,2,11,1,334,377,420,437,411,370,332,9,9,9,9,9,9,9,"Arlington Grounds","default_turf.jpg","default_turf.jpg",0,14500,0,0,1,0,"","",1
111,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0350,1.0350,1.0350,0.9220,0.9300,1.0810,1.0950,1.0550,40,44,52,60,69,76,80,79,72,61,51,43,3,3,4,3,3,3,3,4,3,2,3,3,8,5,324,345,381,419,378,340,318,9,9,9,9,9,9,9,"Ballpark of Huntsville","default_grass.jpg","default_grass.jpg",0,15900,0,0,0,0,"","",1
112,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0145,0.9300,1.0600,0.9780,0.9600,1.0110,1.0600,0.9200,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,4,318,356,392,426,403,367,321,10,10,10,10,10,18,18,"Counts Ballpark","default_grass.jpg","default_grass.jpg",0,11800,0,0,0,0,"","",1
